Party,Year,Variables,Values,locality,division
LSAP D'SOZIALISTEN,2013,MATHAY Guy,225,Echternach,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,590,Echternach,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,270,Echternach,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,248,Echternach,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,2295,Echternach,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,1239,Echternach,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1286,Mompach,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,70,Mompach,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,89,Mompach,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,48,Mompach,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,49,Mompach,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,95,Mompach,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,98,Mompach,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,55,Mompach,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,504,Mompach,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,238,Mompach,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1622,Rosport,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,229,Rosport,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,176,Rosport,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,140,Rosport,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,109,Rosport,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,268,Rosport,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,196,Rosport,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,130,Rosport,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,1248,Rosport,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,672,Rosport,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1359,Waldbillig,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,122,Waldbillig,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,109,Waldbillig,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,95,Waldbillig,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,82,Waldbillig,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,113,Waldbillig,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,92,Waldbillig,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,90,Waldbillig,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,703,Waldbillig,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,518,Waldbillig,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1259,Betzdorf,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,246,Betzdorf,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,233,Betzdorf,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,186,Betzdorf,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,141,Betzdorf,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,163,Betzdorf,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,192,Betzdorf,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,170,Betzdorf,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,1331,Betzdorf,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,819,Betzdorf,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1255,Biwer,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,112,Biwer,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,129,Biwer,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,90,Biwer,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,66,Biwer,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,109,Biwer,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,113,Biwer,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,85,Biwer,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,704,Biwer,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,455,Biwer,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1289,Flaxweiler,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,128,Flaxweiler,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,181,Flaxweiler,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,107,Flaxweiler,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,83,Flaxweiler,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,114,Flaxweiler,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,94,Flaxweiler,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,120,Flaxweiler,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,827,Flaxweiler,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,406,Flaxweiler,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1735,Grevenmacher,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,346,Grevenmacher,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,535,Grevenmacher,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,225,Grevenmacher,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,228,Grevenmacher,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,276,Grevenmacher,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,297,Grevenmacher,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,250,Grevenmacher,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,2157,Grevenmacher,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,1295,Grevenmacher,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1493,Junglinster,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,514,Junglinster,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,418,Junglinster,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,855,Junglinster,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,303,Junglinster,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,392,Junglinster,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,349,Junglinster,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,326,Junglinster,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,3157,Junglinster,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,1785,Junglinster,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1387,Manternach,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,147,Manternach,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,175,Manternach,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,84,Manternach,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,77,Manternach,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,123,Manternach,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,146,Manternach,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,89,Manternach,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,841,Manternach,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,399,Manternach,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.3018,Mertert,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,580,Mertert,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,545,Mertert,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,317,Mertert,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,329,Mertert,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,569,Mertert,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,1039,Mertert,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,372,Mertert,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,3751,Mertert,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,1736,Mertert,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1061,Wormeldange,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,148,Wormeldange,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,164,Wormeldange,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,68,Wormeldange,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,79,Wormeldange,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,91,Wormeldange,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,84,Wormeldange,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,186,Wormeldange,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,820,Wormeldange,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,399,Wormeldange,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.114,Bous,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,111,Bous,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,97,Bous,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,63,Bous,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,80,Bous,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,77,Bous,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,77,Bous,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,70,Bous,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,575,Bous,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,350,Bous,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.0967,Dalheim,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,107,Dalheim,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,104,Dalheim,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,78,Dalheim,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,76,Dalheim,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,97,Dalheim,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,87,Dalheim,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,89,Dalheim,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,638,Dalheim,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,441,Dalheim,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1147,Lenningen,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,110,Lenningen,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,106,Lenningen,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,72,Lenningen,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,66,Lenningen,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,86,Lenningen,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,83,Lenningen,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,87,Lenningen,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,610,Lenningen,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,392,Lenningen,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1223,Mondorf-les-Bains,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,306,Mondorf-les-Bains,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,216,Mondorf-les-Bains,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,199,Mondorf-les-Bains,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,183,Mondorf-les-Bains,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,226,Mondorf-les-Bains,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,180,Mondorf-les-Bains,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,200,Mondorf-les-Bains,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,1510,Mondorf-les-Bains,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,987,Mondorf-les-Bains,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1254,Remich,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,230,Remich,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,172,Remich,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,132,Remich,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,252,Remich,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,132,Remich,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,132,Remich,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,135,Remich,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,1185,Remich,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,728,Remich,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.111,Stadtbredimus,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,103,Stadtbredimus,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,99,Stadtbredimus,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,69,Stadtbredimus,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,84,Stadtbredimus,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,71,Stadtbredimus,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,74,Stadtbredimus,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,80,Stadtbredimus,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,580,Stadtbredimus,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,385,Stadtbredimus,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1093,Waldbredimus,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,77,Waldbredimus,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,57,Waldbredimus,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,43,Waldbredimus,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,49,Waldbredimus,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,47,Waldbredimus,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,42,Waldbredimus,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,49,Waldbredimus,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,364,Waldbredimus,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,231,Waldbredimus,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1216,Schengen,Commune
LSAP D'SOZIALISTEN,2013,SCHMIT Nicolas,332,Schengen,Commune
LSAP D'SOZIALISTEN,2013,BURTON Tess,284,Schengen,Commune
LSAP D'SOZIALISTEN,2013,HAGEN Mike,207,Schengen,Commune
LSAP D'SOZIALISTEN,2013,MATHAY Guy,236,Schengen,Commune
LSAP D'SOZIALISTEN,2013,SCHEUER Ben,248,Schengen,Commune
LSAP D'SOZIALISTEN,2013,STEFANETTI Gust,211,Schengen,Commune
LSAP D'SOZIALISTEN,2013,ZEIMET Paul,220,Schengen,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,1738,Schengen,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,1092,Schengen,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.369,EST,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,HETTO-GAASCH Françoise,14281,EST,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,MODERT Octavie,11525,EST,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLODEN Léon,10612,EST,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,OSWEILER Romain,9585,EST,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,HOMAN Ben,9225,EST,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Stéphanie,8634,EST,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,THIRY Théo,7924,EST,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,71786,EST,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,40593,EST,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.3585,Beaufort,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HETTO-GAASCH Françoise,399,Beaufort,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLODEN Léon,268,Beaufort,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HOMAN Ben,242,Beaufort,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MODERT Octavie,287,Beaufort,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OSWEILER Romain,284,Beaufort,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,THIRY Théo,280,Beaufort,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Stéphanie,259,Beaufort,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,2019,Beaufort,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,1533,Beaufort,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.3763,Bech,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HETTO-GAASCH Françoise,330,Bech,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLODEN Léon,180,Bech,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HOMAN Ben,131,Bech,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MODERT Octavie,210,Bech,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OSWEILER Romain,238,Bech,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,THIRY Théo,206,Bech,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Stéphanie,194,Bech,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,1489,Bech,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,735,Bech,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.3027,Berdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HETTO-GAASCH Françoise,317,Berdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLODEN Léon,160,Berdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HOMAN Ben,131,Berdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MODERT Octavie,216,Berdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OSWEILER Romain,226,Berdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,THIRY Théo,247,Berdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Stéphanie,158,Berdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,1455,Berdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,728,Berdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.3724,Consdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HETTO-GAASCH Françoise,470,Consdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLODEN Léon,271,Consdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HOMAN Ben,217,Consdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MODERT Octavie,349,Consdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OSWEILER Romain,387,Consdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,THIRY Théo,322,Consdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Stéphanie,277,Consdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,2293,Consdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,1232,Consdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.375,Echternach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HETTO-GAASCH Françoise,948,Echternach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLODEN Léon,617,Echternach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HOMAN Ben,441,Echternach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MODERT Octavie,650,Echternach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OSWEILER Romain,884,Echternach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,THIRY Théo,836,Echternach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Stéphanie,571,Echternach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,4947,Echternach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,2527,Echternach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.4243,Mompach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HETTO-GAASCH Françoise,282,Mompach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLODEN Léon,207,Mompach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HOMAN Ben,166,Mompach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MODERT Octavie,245,Mompach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OSWEILER Romain,298,Mompach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,THIRY Théo,169,Mompach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Stéphanie,296,Mompach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,1663,Mompach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,924,Mompach,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.432,Rosport,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HETTO-GAASCH Françoise,679,Rosport,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLODEN Léon,341,Rosport,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HOMAN Ben,258,Rosport,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MODERT Octavie,455,Rosport,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OSWEILER Romain,853,Rosport,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,THIRY Théo,316,Rosport,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Stéphanie,421,Rosport,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,3323,Rosport,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,1232,Rosport,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.3339,Waldbillig,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HETTO-GAASCH Françoise,377,Waldbillig,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLODEN Léon,237,Waldbillig,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HOMAN Ben,187,Waldbillig,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MODERT Octavie,224,Waldbillig,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OSWEILER Romain,263,Waldbillig,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,THIRY Théo,207,Waldbillig,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Stéphanie,232,Waldbillig,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,1727,Waldbillig,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,1141,Waldbillig,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.3392,Betzdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HETTO-GAASCH Françoise,738,Betzdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLODEN Léon,591,Betzdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HOMAN Ben,426,Betzdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MODERT Octavie,545,Betzdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OSWEILER Romain,447,Betzdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,THIRY Théo,371,Betzdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Stéphanie,469,Betzdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,3587,Betzdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,2247,Betzdorf,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.3708,Biwer,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HETTO-GAASCH Françoise,400,Biwer,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLODEN Léon,340,Biwer,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HOMAN Ben,215,Biwer,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MODERT Octavie,348,Biwer,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OSWEILER Romain,285,Biwer,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,THIRY Théo,234,Biwer,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Stéphanie,258,Biwer,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,2080,Biwer,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,1309,Biwer,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.4082,Flaxweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HETTO-GAASCH Françoise,525,Flaxweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLODEN Léon,429,Flaxweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,HOMAN Ben,274,Flaxweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MODERT Octavie,504,Flaxweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OSWEILER Romain,295,Flaxweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,THIRY Théo,258,Flaxweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Stéphanie,334,Flaxweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,2619,Flaxweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,1351,Flaxweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.3889,Grevenmacher,Commune
