Party,Year,Variables,Values,locality,division
LSAP D'SOZIALISTEN,2013,COURTE-WOLDE MEDHIN Hénoké,368,Mersch,Commune
LSAP D'SOZIALISTEN,2013,DIEDERICH Fernand dit Bim,588,Mersch,Commune
LSAP D'SOZIALISTEN,2013,DREWS Armand,350,Mersch,Commune
LSAP D'SOZIALISTEN,2013,FAYOT Franz,449,Mersch,Commune
LSAP D'SOZIALISTEN,2013,GOEBBELS Joanne,423,Mersch,Commune
LSAP D'SOZIALISTEN,2013,GREIVELDINGER Gaston,355,Mersch,Commune
LSAP D'SOZIALISTEN,2013,HEMMEN Cécile,475,Mersch,Commune
LSAP D'SOZIALISTEN,2013,HOFFMANN-RHEIN Viviane,320,Mersch,Commune
LSAP D'SOZIALISTEN,2013,JONES Ginette,379,Mersch,Commune
LSAP D'SOZIALISTEN,2013,KRIEPS Tom,407,Mersch,Commune
LSAP D'SOZIALISTEN,2013,LUX Lucien,423,Mersch,Commune
LSAP D'SOZIALISTEN,2013,MEDINGER Isabelle,394,Mersch,Commune
LSAP D'SOZIALISTEN,2013,MOES Régis,345,Mersch,Commune
LSAP D'SOZIALISTEN,2013,RAUCHS Paul,343,Mersch,Commune
LSAP D'SOZIALISTEN,2013,SCHILTZ Christophe,351,Mersch,Commune
LSAP D'SOZIALISTEN,2013,SCHILTZ Fernand,357,Mersch,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,9630,Mersch,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,5565,Mersch,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1668,Nommern,Commune
LSAP D'SOZIALISTEN,2013,SCHNEIDER Etienne,244,Nommern,Commune
LSAP D'SOZIALISTEN,2013,ANGEL Marc,111,Nommern,Commune
LSAP D'SOZIALISTEN,2013,BACH Paul,115,Nommern,Commune
LSAP D'SOZIALISTEN,2013,BINTZ Jean-Claude,107,Nommern,Commune
LSAP D'SOZIALISTEN,2013,CLOSENER Francine,102,Nommern,Commune
LSAP D'SOZIALISTEN,2013,COURTE-WOLDE MEDHIN Hénoké,72,Nommern,Commune
LSAP D'SOZIALISTEN,2013,DIEDERICH Fernand dit Bim,149,Nommern,Commune
LSAP D'SOZIALISTEN,2013,DREWS Armand,83,Nommern,Commune
LSAP D'SOZIALISTEN,2013,FAYOT Franz,90,Nommern,Commune
LSAP D'SOZIALISTEN,2013,GOEBBELS Joanne,89,Nommern,Commune
LSAP D'SOZIALISTEN,2013,GREIVELDINGER Gaston,81,Nommern,Commune
LSAP D'SOZIALISTEN,2013,HEMMEN Cécile,108,Nommern,Commune
LSAP D'SOZIALISTEN,2013,HOFFMANN-RHEIN Viviane,72,Nommern,Commune
LSAP D'SOZIALISTEN,2013,JONES Ginette,80,Nommern,Commune
LSAP D'SOZIALISTEN,2013,KRIEPS Tom,95,Nommern,Commune
LSAP D'SOZIALISTEN,2013,LUX Lucien,111,Nommern,Commune
LSAP D'SOZIALISTEN,2013,MEDINGER Isabelle,84,Nommern,Commune
LSAP D'SOZIALISTEN,2013,MOES Régis,72,Nommern,Commune
LSAP D'SOZIALISTEN,2013,RAUCHS Paul,72,Nommern,Commune
LSAP D'SOZIALISTEN,2013,SCHILTZ Christophe,77,Nommern,Commune
LSAP D'SOZIALISTEN,2013,SCHILTZ Fernand,89,Nommern,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,2103,Nommern,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,1197,Nommern,Commune
LSAP D'SOZIALISTEN,2013,Pourcentage,0.1296,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,SCHNEIDER Etienne,194,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,ANGEL Marc,102,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,BACH Paul,86,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,BINTZ Jean-Claude,75,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,CLOSENER Francine,102,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,COURTE-WOLDE MEDHIN Hénoké,59,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,DIEDERICH Fernand dit Bim,92,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,DREWS Armand,65,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,FAYOT Franz,80,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,GOEBBELS Joanne,74,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,GREIVELDINGER Gaston,64,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,HEMMEN Cécile,90,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,HOFFMANN-RHEIN Viviane,55,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,JONES Ginette,75,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,KRIEPS Tom,67,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,LUX Lucien,93,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,MEDINGER Isabelle,72,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,MOES Régis,58,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,RAUCHS Paul,56,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,SCHILTZ Christophe,60,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,SCHILTZ Fernand,63,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,Total Liste,1682,Tuntange,Commune
LSAP D'SOZIALISTEN,2013,Suffrages de Liste,1008,Tuntange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.3531,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,FRIEDEN Luc,29441,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,WISELER Claude,26590,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,MOSAR Laurent,21495,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYERS Paul-Henri,19162,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,WILMES Serge,18949,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,ADEHM Diane,18665,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,OBERWEIS Marcel,18400,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,LIES Marc,18167,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,SCHOLTES Tessy,18024,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,MERGEN Martine,17508,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,KONSBRUCK Claudine,17375,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Raymond,17173,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,BROSIUS-KOLBER Marianne,17167,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,BAUER Maurice,16973,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLESENER Marc,16815,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,MARGUE Elisabeth,16805,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,TERNES Fréd,15985,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUNDEL Nico,15664,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUTZEYS Pit,15586,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYER Karin,14788,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,REILAND Michel,14658,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,385390,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,248409,CENTRE,Electoral district
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.3435,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,FRIEDEN Luc,11212,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,ADEHM Diane,6830,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BAUER Maurice,7141,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BROSIUS-KOLBER Marianne,6187,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLESENER Marc,6649,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,KONSBRUCK Claudine,7392,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,LIES Marc,6443,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MARGUE Elisabeth,6716,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MERGEN Martine,7005,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYER Karin,5984,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYERS Paul-Henri,7777,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MOSAR Laurent,8432,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OBERWEIS Marcel,6860,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUNDEL Nico,6057,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUTZEYS Pit,6210,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,REILAND Michel,5428,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,SCHOLTES Tessy,6768,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,TERNES Fréd,6048,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Raymond,6180,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WILMES Serge,7528,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WISELER Claude,10027,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,148874,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,100590,Luxembourg,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.3727,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,FRIEDEN Luc,1320,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,ADEHM Diane,762,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BAUER Maurice,718,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BROSIUS-KOLBER Marianne,693,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLESENER Marc,713,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,KONSBRUCK Claudine,764,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,LIES Marc,726,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MARGUE Elisabeth,709,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MERGEN Martine,780,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYER Karin,654,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYERS Paul-Henri,826,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MOSAR Laurent,930,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OBERWEIS Marcel,773,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUNDEL Nico,748,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUTZEYS Pit,688,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,REILAND Michel,634,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,SCHOLTES Tessy,763,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,TERNES Fréd,657,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Raymond,695,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WILMES Serge,840,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WISELER Claude,1191,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,16584,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,10668,Bertrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.368,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,FRIEDEN Luc,994,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,ADEHM Diane,544,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BAUER Maurice,469,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BROSIUS-KOLBER Marianne,505,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLESENER Marc,494,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,KONSBRUCK Claudine,476,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,LIES Marc,577,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MARGUE Elisabeth,586,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MERGEN Martine,505,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYER Karin,388,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYERS Paul-Henri,554,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MOSAR Laurent,606,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OBERWEIS Marcel,548,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUNDEL Nico,432,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUTZEYS Pit,467,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,REILAND Michel,487,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,SCHOLTES Tessy,513,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,TERNES Fréd,506,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Raymond,592,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WILMES Serge,562,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WISELER Claude,839,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,11644,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,6636,Contern,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.4056,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,FRIEDEN Luc,2894,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,ADEHM Diane,2607,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BAUER Maurice,1527,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BROSIUS-KOLBER Marianne,1548,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLESENER Marc,1538,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,KONSBRUCK Claudine,1580,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,LIES Marc,3128,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MARGUE Elisabeth,1514,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MERGEN Martine,1572,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYER Karin,1362,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYERS Paul-Henri,1841,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MOSAR Laurent,2101,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OBERWEIS Marcel,1682,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUNDEL Nico,1407,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUTZEYS Pit,1451,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,REILAND Michel,1270,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,SCHOLTES Tessy,1578,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,TERNES Fréd,1395,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Raymond,1603,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WILMES Serge,1843,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WISELER Claude,2575,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,38016,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,22134,Hesperange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.4209,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,FRIEDEN Luc,1363,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,ADEHM Diane,710,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BAUER Maurice,747,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BROSIUS-KOLBER Marianne,669,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLESENER Marc,861,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,KONSBRUCK Claudine,740,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,LIES Marc,736,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MARGUE Elisabeth,815,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MERGEN Martine,782,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYER Karin,625,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYERS Paul-Henri,797,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MOSAR Laurent,969,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OBERWEIS Marcel,780,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUNDEL Nico,642,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUTZEYS Pit,655,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,REILAND Michel,585,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,SCHOLTES Tessy,790,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,TERNES Fréd,1431,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Raymond,1510,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WILMES Serge,842,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WISELER Claude,1257,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,18306,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,10332,Niederanven,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.3461,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,FRIEDEN Luc,660,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,ADEHM Diane,399,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BAUER Maurice,371,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BROSIUS-KOLBER Marianne,360,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLESENER Marc,395,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,KONSBRUCK Claudine,374,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,LIES Marc,430,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MARGUE Elisabeth,353,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MERGEN Martine,415,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYER Karin,330,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYERS Paul-Henri,426,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MOSAR Laurent,513,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OBERWEIS Marcel,384,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUNDEL Nico,329,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUTZEYS Pit,362,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,REILAND Michel,321,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,SCHOLTES Tessy,382,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,TERNES Fréd,362,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Raymond,412,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WILMES Serge,408,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WISELER Claude,626,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,8612,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,5922,Sandweiler,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.3253,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,FRIEDEN Luc,675,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,ADEHM Diane,406,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BAUER Maurice,363,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BROSIUS-KOLBER Marianne,349,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLESENER Marc,380,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,KONSBRUCK Claudine,359,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,LIES Marc,377,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MARGUE Elisabeth,396,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MERGEN Martine,426,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYER Karin,337,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYERS Paul-Henri,402,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MOSAR Laurent,470,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OBERWEIS Marcel,394,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUNDEL Nico,341,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUTZEYS Pit,330,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,REILAND Michel,306,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,SCHOLTES Tessy,394,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,TERNES Fréd,402,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Raymond,479,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WILMES Serge,408,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WISELER Claude,611,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,8605,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,5649,Schuttrange,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.336,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,FRIEDEN Luc,1116,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,ADEHM Diane,606,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BAUER Maurice,604,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BROSIUS-KOLBER Marianne,597,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLESENER Marc,564,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,KONSBRUCK Claudine,586,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,LIES Marc,554,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MARGUE Elisabeth,592,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MERGEN Martine,604,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYER Karin,509,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MEYERS Paul-Henri,724,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MOSAR Laurent,751,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,OBERWEIS Marcel,1007,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUNDEL Nico,504,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,PUTZEYS Pit,559,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,REILAND Michel,472,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,SCHOLTES Tessy,866,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,TERNES Fréd,520,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WEYDERT Raymond,549,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WILMES Serge,635,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,WISELER Claude,996,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Total Liste,13915,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Suffrages de Liste,8127,Steinsel,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,Pourcentage,0.3738,Strassen,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,FRIEDEN Luc,1346,Strassen,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,ADEHM Diane,766,Strassen,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BAUER Maurice,718,Strassen,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,BROSIUS-KOLBER Marianne,668,Strassen,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,GLESENER Marc,769,Strassen,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,KONSBRUCK Claudine,752,Strassen,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,LIES Marc,678,Strassen,Commune
CSV Chrëschtlech-Sozial Vollekspartei,2013,MARGUE Elisabeth,738,Strassen,Commune
