NUMH;AENC;TENC;TERH;MUNI;SEXO;LNAC;EDAD;NACI;LEST;ENRE;FOCU;SJUB;SILH;EMPTP;JRED;BUSQ;RBUSQ;JORB;GBUSQ;FBUSQ;MSBUSQ1;DISP;PRA1;PRA2;PROF;RACT;SPRO;SECT;CONTR;HTRA;PARE;ELEV
10;2019;1;20;9;6;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;159.6162
10;2019;1;20;9;1;3;08;2;2;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;206.8776
10;2019;1;20;9;6;1;07;1;2;N;N;4;1;2;2;N;;;;;;;1;02;5;04;4;2;5;25;2;220.9872
10;2019;1;20;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;159.6162
11;2019;1;48;9;1;1;12;1;2;N;N;4;1;1;2;N;;;;;;;1;02;2;02;4;2;1;40;1;184.6133
11;2019;1;48;9;6;1;12;1;3;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;2;1;40;2;219.4899
12;2019;1;48;1;1;1;14;1;2;N;N;2;1;;;N;;;;;;;4;04;4;02;4;2;;;1;250.9559
12;2019;1;48;1;6;1;12;1;3;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;35;4;176.4693
13;2019;1;48;9;1;1;17;1;1;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;4;161.6101
13;2019;1;48;9;6;1;18;1;1;N;N;2;1;;;N;;;;;;;4;04;9;02;4;2;;;1;169.5766
14;2019;1;01;9;1;1;09;1;1;N;N;4;1;1;2;N;;;;;;;1;02;6;01;2;;;40;1;50.2425
15;2019;1;48;9;1;1;11;1;1;N;N;4;1;;;S;6;2;S;01;99;N;4;05;9;03;4;2;;;1;296.7847
16;2019;1;48;9;6;1;11;1;1;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;2;1;40;2;201.9842
16;2019;1;48;9;1;1;12;1;1;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;5;40;1;179.4825
17;2019;1;48;1;6;1;09;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;40;1;273.2971
18;2019;1;20;9;1;1;10;1;2;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;1;161.9657
19;2019;1;20;9;1;1;12;1;2;N;N;4;1;1;2;N;;;;;;;1;02;4;02;4;2;1;40;1;119.4995
19;2019;1;20;9;6;1;05;1;3;N;N;4;1;1;2;N;;;;;;;1;02;4;04;4;2;5;40;3;110.5223
19;2019;1;20;9;6;1;11;1;3;N;N;4;1;2;2;N;;;;;;;1;02;5;09;4;2;5;30;2;129.2955
20;2019;1;48;9;6;2;17;1;1;N;N;2;1;;;N;;;;;;;4;07;4;07;4;2;;;1;216.0354
21;2019;1;20;3;6;1;16;1;2;N;N;2;1;;;N;;;;;;;4;04;4;03;4;2;;;2;192.8625
21;2019;1;20;3;1;1;16;1;3;N;N;2;2;;;N;;;;;;;4;07;2;03;4;2;;;1;175.6172
21;2019;1;20;3;1;1;10;1;1;N;N;3;3;;;N;;;;;;;4;07;9;02;4;2;;;3;167.6729
22;2019;1;48;1;6;2;13;1;1;N;N;4;2;;;N;;;;;;;4;07;5;04;4;2;;;4;237.0954
22;2019;1;48;1;1;2;16;1;2;N;N;2;2;;;N;;;;;;;4;07;5;04;2;;;;1;299.4062
22;2019;1;48;1;1;1;14;1;1;N;N;2;2;;;N;;;;;;;4;07;5;04;4;2;;;4;299.4062
22;2019;1;48;1;6;2;12;1;1;N;N;4;2;;;N;;;;;;;4;07;9;04;4;2;;;4;257.381
23;2019;1;48;1;6;1;14;1;3;S;N;2;1;;;N;;;;;;;4;04;4;03;4;2;;;1;190.703
24;2019;1;20;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;138.2027
24;2019;1;20;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;138.2027
24;2019;1;20;9;1;1;10;1;1;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;40;2;148.6876
24;2019;1;20;9;6;1;11;1;2;N;N;4;1;;;S;6;3;S;02;4;S;2;05;7;02;4;2;;;1;162.6177
25;2019;1;48;9;6;1;16;1;1;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;120.8708
26;2019;1;48;1;6;1;10;1;2;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;27;2;238.5447
26;2019;1;48;1;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;258.7427
26;2019;1;48;1;1;2;10;1;2;N;N;4;3;1;2;N;;;;;;;1;01;5;09;4;1;1;64;1;236.1108
26;2019;1;48;1;1;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;258.7427
27;2019;1;20;9;6;1;11;1;2;N;S;4;1;1;5;N;;;;;;;1;02;5;05;4;1;2;29;1;147.0387
27;2019;1;20;9;1;1;03;1;1;S;S;4;4;;;N;;;;;;;;;;;;;;;3;155.6236
27;2019;1;20;9;1;2;11;1;2;N;S;4;2;2;2;S;2;1;S;09;11;S;1;02;5;04;4;2;1;18;2;174.1023
28;2019;1;20;9;6;2;13;1;1;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;2;122.4343
28;2019;1;20;9;1;2;14;1;1;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;1;111.4866
29;2019;1;20;9;1;1;17;1;1;N;N;2;2;;;N;;;;;;;4;07;8;02;4;2;;;1;102.8818
29;2019;1;20;9;6;1;16;1;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;112.9846
30;2019;1;20;9;1;3;14;2;1;N;N;4;3;;;N;;;;;;;4;07;3;05;4;2;;;2;103.591
30;2019;1;20;9;6;1;15;1;1;N;N;2;1;;;N;;;;;;;4;04;5;02;4;2;;;1;116.9934
31;2019;1;20;9;1;1;04;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;184.0273
31;2019;1;20;9;6;1;05;1;3;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;203.5385
31;2019;1;20;9;6;1;10;1;1;N;N;4;1;2;2;N;;;;;;;1;02;9;10;4;2;1;18;2;177.9201
31;2019;1;20;9;1;1;12;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;35;1;171.717
32;2019;1;48;9;1;1;10;1;2;N;N;4;1;1;2;N;;;;;;;1;02;1;04;2;;;42;1;207.7594
33;2019;1;48;9;6;2;15;1;1;N;N;2;1;;;N;;;;;;;4;04;9;10;4;2;;;1;184.0586
34;2019;1;20;9;1;1;05;1;2;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;136.4867
34;2019;1;20;9;6;1;11;1;2;N;N;4;1;2;2;N;;;;;;;1;02;4;03;4;2;1;20;2;135.5037
34;2019;1;20;9;1;2;11;1;1;N;N;4;1;1;2;N;;;;;;;1;02;8;03;4;2;1;40;1;129.7475
35;2019;1;20;9;1;1;06;1;3;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;5;40;1;209.1979
36;2019;1;20;3;1;1;06;1;2;N;N;4;1;1;2;N;;;;;;;1;02;2;02;4;2;5;40;1;173.9243
36;2019;1;20;3;6;1;06;1;2;S;N;4;1;2;2;N;;;;;;;1;03;2;09;4;2;1;14;2;183.7256
37;2019;1;48;9;6;1;16;1;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;173.1512
37;2019;1;48;9;1;1;10;1;1;N;N;4;1;1;2;N;;;;;;;1;02;9;08;5;;;35;4;131.4016
37;2019;1;48;9;6;1;09;1;2;N;N;4;1;1;2;N;;;;;;;1;02;1;08;1;;;35;3;132.0132
37;2019;1;48;9;1;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;4;139.0881
38;2019;1;48;1;6;1;07;1;3;N;N;4;2;2;2;N;;;;;;;1;02;2;09;4;1;5;20;3;244.6753
38;2019;1;48;1;1;1;14;1;2;N;N;2;2;;;N;;;;;;;4;07;3;02;4;2;;;1;280.9633
38;2019;1;48;1;6;1;13;1;3;N;N;4;1;;;N;;;;;;;4;04;3;07;4;2;;;2;222.4907
39;2019;1;48;9;1;1;14;1;1;N;N;2;1;;;N;;;;;;;4;04;7;02;3;;;;1;94.5337
39;2019;1;48;9;6;1;13;1;1;N;N;4;1;;;N;;;;;;;4;04;5;10;4;2;;;2;99.1937
40;2019;1;01;2;1;1;10;1;3;N;N;4;1;1;2;N;;;;;;;1;01;2;08;2;;;60;1;194.245
41;2019;1;20;3;6;2;16;1;1;N;N;4;2;;;N;;;;;;;4;07;;;;;;;2;179.9681
41;2019;1;20;3;1;2;17;1;1;N;N;2;3;;;N;;;;;;;4;07;9;02;4;2;;;1;163.8758
41;2019;1;20;3;1;2;12;1;1;N;N;4;1;1;2;N;;;;;;;1;02;5;04;2;;;40;3;110.5824
42;2019;1;20;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;179.9837
42;2019;1;20;9;1;1;11;1;3;N;N;4;2;1;2;N;;;;;;;1;02;1;04;4;2;1;40;1;203.3452
42;2019;1;20;9;1;1;04;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;181.7627
42;2019;1;20;9;6;1;10;1;3;N;N;4;1;;;S;6;3;S;08;3;S;2;05;4;10;4;2;;;2;167.2274
43;2019;1;01;9;6;1;13;1;2;N;N;2;1;;;N;;;;;;;4;04;5;04;2;;;;1;34.1168
44;2019;1;01;9;1;3;07;1;2;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;1;40;2;45.728
44;2019;1;01;9;1;3;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;43.1634
44;2019;1;01;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;44.6805
44;2019;1;01;9;6;3;04;1;2;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;40.4576
44;2019;1;01;9;6;3;08;1;2;N;N;4;1;;;S;6;2;S;08;4;S;2;05;9;08;4;2;;;1;43.1484
45;2019;1;01;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;93.5627
45;2019;1;01;9;1;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;90.3858
45;2019;1;01;9;1;1;10;1;2;N;N;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;40;1;86.3351
45;2019;1;01;9;6;1;09;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;2;1;40;2;84.4138
46;2019;1;48;9;1;1;10;1;2;N;N;4;1;1;2;N;;;;;;;1;02;8;04;4;2;1;40;1;214.1083
47;2019;1;01;2;6;1;16;1;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;138.0675
48;2019;1;48;9;1;1;12;1;2;N;S;4;1;1;2;N;;;;;;;1;02;8;04;4;2;1;40;1;214.6772
49;2019;1;01;2;1;1;14;1;1;N;N;2;1;;;N;;;;;;;4;04;1;03;1;;;;1;214.8583
49;2019;1;01;2;6;1;08;1;3;N;S;4;1;1;1;N;;;;;;;1;02;2;09;4;1;5;30;3;142.6705
50;2019;1;20;9;6;1;13;1;2;N;N;4;1;;;N;;;;;;;4;04;9;08;4;2;;;2;157.2134
50;2019;1;20;9;1;1;13;1;2;N;N;2;1;;;N;;;;;;;4;04;3;06;4;2;;;1;192.6546
51;2019;1;01;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;57.2374
51;2019;1;01;9;6;1;11;1;1;N;N;4;1;1;4;N;;;;;;;1;02;5;04;4;2;1;19;1;58.5836
51;2019;1;01;9;1;1;10;1;2;N;N;4;1;1;4;N;;;;;;;1;02;1;04;2;;;24;2;57.0685
51;2019;1;01;9;1;1;05;1;3;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;64.81
52;2019;1;48;9;6;1;05;1;2;S;N;4;3;;;N;;;;;;;4;04;;;;;;;4;266.3052
52;2019;1;48;9;6;2;14;1;1;N;N;2;1;;;N;;;;;;;4;04;9;01;2;;;;1;317.0969
52;2019;1;48;9;1;1;04;1;2;S;N;4;3;;;N;;;;;;;4;04;;;;;;;4;212.3352
52;2019;1;48;9;6;1;10;1;1;N;N;4;1;1;2;N;;;;;;;1;02;5;10;2;;;40;3;241.7598
52;2019;1;48;9;1;1;09;1;1;N;N;4;2;1;2;N;;;;;;;1;02;7;02;4;2;1;40;4;294.51
52;2019;1;48;9;1;1;11;1;1;N;N;3;2;;;N;;;;;;;4;07;7;02;2;;;;2;276.273
53;2019;1;20;9;1;1;09;1;2;N;N;4;1;1;2;N;;;;;;;1;02;3;06;2;;;40;2;194.6106
53;2019;1;20;9;1;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;180.5828
53;2019;1;20;9;1;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;180.5828
53;2019;1;20;9;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;180.5828
53;2019;1;20;9;6;1;09;1;2;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;1;186.6032
54;2019;1;20;9;6;1;12;1;3;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;5;18;1;142.0629
54;2019;1;20;9;1;1;05;1;2;S;N;4;3;2;4;N;;;;;;;1;02;4;04;4;2;3;24;3;111.8681
54;2019;1;20;9;1;1;12;1;3;S;N;4;2;1;4;N;;;;;;;1;02;2;09;4;1;1;18;2;173.348
54;2019;1;20;9;1;1;06;1;2;S;N;4;1;2;4;N;;;;;;;1;02;2;09;4;2;5;12;3;216.3354
55;2019;1;48;9;1;1;09;1;1;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;1;331.1776
55;2019;1;48;9;6;1;08;1;1;N;N;4;1;2;2;N;;;;;;;1;03;3;10;4;2;5;12;2;294.1585
55;2019;1;48;9;1;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;286.4293
55;2019;1;48;9;1;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;286.4293
56;2019;1;48;1;6;2;12;1;3;N;N;4;1;1;3;N;;;;;;;1;02;4;09;4;2;1;0;1;209.5816
57;2019;1;20;3;6;1;12;1;2;N;N;4;1;2;2;N;;;;;;;1;03;4;09;4;2;1;8;2;159.6882
57;2019;1;20;3;1;1;07;1;3;N;N;4;3;1;2;N;;;;;;;1;02;2;09;4;1;5;40;3;234.8859
57;2019;1;20;3;1;2;13;1;3;N;N;4;3;2;2;N;;;;;;;1;02;2;09;4;1;5;40;1;153.1869
57;2019;1;20;3;1;1;06;1;3;S;N;4;3;1;2;N;;;;;;;1;02;2;09;4;1;3;40;3;234.8859
57;2019;1;20;3;6;1;05;1;2;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;181.5745
57;2019;1;20;3;1;1;05;1;3;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;306.4411
58;2019;1;20;9;6;1;11;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;35;1;160.4136
59;2019;1;20;9;1;1;08;1;3;N;N;4;1;1;2;N;;;;;;;1;02;7;02;3;;;40;1;192.7339
60;2019;1;01;9;6;1;09;1;2;N;S;4;1;1;2;N;;;;;;;1;02;5;09;4;2;1;40;1;15.4862
61;2019;1;20;9;1;1;12;1;1;N;N;4;1;1;4;N;;;;;;;1;02;5;04;4;2;5;32;1;107.8434
61;2019;1;20;9;1;1;11;1;1;N;N;4;1;;;N;;;;;;;4;04;7;03;4;2;;;4;162.7455
62;2019;1;20;9;6;3;01;2;;N;;;;;;;;;;;;;;;;;;;;;3;200.0941
62;2019;1;20;9;1;3;02;2;;S;;;;;;;;;;;;;;;;;;;;;3;221.4214
62;2019;1;20;9;1;3;09;2;1;N;N;4;2;1;4;N;;;;;;;1;02;7;03;2;;;24;1;264.3995
62;2019;1;20;9;6;3;07;2;2;N;N;4;1;;;S;6;2;S;01;78;S;3;05;;;;;;;2;236.075
63;2019;1;20;3;6;1;10;1;2;N;S;4;1;1;2;N;;;;;;;1;02;4;08;3;;;40;3;117.3027
63;2019;1;20;3;6;1;15;1;1;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;1;185.2861
64;2019;1;20;3;1;2;15;1;1;N;N;2;1;;;N;;;;;;;4;04;7;03;4;2;;;1;106.9988
65;2019;1;01;9;6;1;04;1;1;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;45.2016
65;2019;1;01;9;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;48.2246
65;2019;1;01;9;6;2;10;1;3;N;N;4;1;1;2;N;;;;;;;1;02;1;06;4;2;1;40;1;50.4068
66;2019;1;20;9;6;1;14;1;3;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;4;117.8618
66;2019;1;20;9;6;1;16;1;1;N;N;2;1;;;N;;;;;;;4;04;4;02;4;2;;;1;117.8618
67;2019;1;48;9;6;1;15;1;2;N;N;2;1;;;N;;;;;;;4;04;4;02;4;2;;;2;159.518
67;2019;1;48;9;1;1;15;1;3;N;N;2;1;;;N;;;;;;;4;04;1;06;4;2;;;1;152.0241
68;2019;1;48;9;1;1;04;1;2;S;N;4;2;;;S;6;3;S;07;8;S;2;05;5;04;4;2;;;3;239.6577
68;2019;1;48;9;1;1;12;1;1;N;N;4;1;1;2;N;;;;;;;1;02;9;08;4;2;1;40;1;248.0238
68;2019;1;48;9;6;1;06;1;3;N;N;4;2;2;2;N;;;;;;;1;03;3;09;4;2;5;6;3;297.033
68;2019;1;48;9;6;2;12;1;1;N;N;3;4;;;N;;;;;;;4;07;5;04;4;2;;;2;284.6295
69;2019;1;20;9;6;1;18;1;1;N;N;2;1;;;N;;;;;;;4;04;9;09;4;2;;;1;169.2561
70;2019;1;01;9;6;1;12;1;2;N;N;4;1;2;2;N;;;;;;;1;02;5;04;4;1;2;20;2;42.4302
70;2019;1;01;9;1;1;05;1;2;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;44.4897
70;2019;1;01;9;1;1;13;1;2;N;S;4;1;1;2;N;;;;;;;1;02;4;02;4;2;1;40;1;40.7383
71;2019;1;01;2;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;163.3897
71;2019;1;01;2;6;1;07;1;3;N;N;4;1;1;4;N;;;;;;;1;02;5;04;4;2;1;32;1;140.7181
71;2019;1;01;2;1;1;07;1;2;N;N;4;1;1;4;N;;;;;;;1;02;3;04;4;2;1;32;2;165.0626
72;2019;1;48;9;6;2;13;1;1;N;N;4;1;;;N;;;;;;;4;04;5;10;2;;;;2;192.6212
72;2019;1;48;9;1;2;14;1;1;N;N;2;1;;;N;;;;;;;4;04;9;04;4;2;;;1;230.8279
73;2019;1;48;9;1;1;10;1;2;N;N;4;1;1;2;N;;;;;;;1;01;3;04;3;;;70;1;220.6638
73;2019;1;48;9;6;3;08;1;2;N;S;4;1;2;2;N;;;;;;;1;02;5;09;4;1;5;24;2;266.7477
73;2019;1;48;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;241.418
74;2019;1;48;9;1;1;11;1;1;N;N;4;1;;;N;;;;;;;4;04;9;03;4;2;;;3;285.9557
74;2019;1;48;9;6;2;18;1;1;N;N;4;4;;;N;;;;;;;4;07;;;;;;;1;269.1629
75;2019;1;48;9;1;1;14;1;2;N;N;2;1;;;N;;;;;;;4;04;4;02;4;2;;;1;174.9342
76;2019;1;48;9;1;1;09;1;3;N;N;4;1;1;3;N;;;;;;;1;02;5;09;4;1;1;0;2;260.5813
76;2019;1;48;9;6;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;232.4075
76;2019;1;48;9;6;1;09;1;2;N;N;4;1;1;3;N;;;;;;;1;02;9;09;4;1;5;0;1;237.7337
76;2019;1;48;9;1;1;01;1;;N;;;;;;;;;;;;;;;;;;;;;3;231.4871
77;2019;1;20;9;1;2;10;1;1;N;N;4;1;1;2;N;;;;;;;1;02;7;03;4;2;1;40;1;149.4893
77;2019;1;20;9;6;1;08;1;1;N;N;4;1;2;2;N;;;;;;;1;02;9;04;4;2;1;15;2;151.382
77;2019;1;20;9;6;1;04;1;2;S;N;4;1;2;2;N;;;;;;;1;03;8;04;4;2;1;6;3;112.6268
78;2019;1;48;9;1;1;14;1;2;N;N;2;1;;;N;;;;;;;4;04;7;05;4;2;;;1;177.079
79;2019;1;20;9;1;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;135.5395
79;2019;1;20;9;6;1;08;1;1;N;N;4;1;1;2;N;;;;;;;1;01;3;03;4;2;1;45;2;141.8892
79;2019;1;20;9;1;1;09;1;2;N;N;4;1;1;2;N;;;;;;;1;01;8;04;2;;;45;1;175.7103
80;2019;1;48;1;6;1;12;1;3;N;N;4;1;2;2;S;4;2;S;01;7;S;1;03;5;04;4;2;5;12;2;165.8525
80;2019;1;48;1;1;1;13;1;3;N;N;4;1;2;2;N;;;;;;;1;02;3;08;4;1;1;25;1;163.1341
81;2019;1;48;9;6;2;16;1;1;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;1;95.8992
82;2019;1;20;3;6;2;16;1;1;N;N;2;1;;;N;;;;;;;4;04;9;10;4;2;;;2;109.3575
82;2019;1;20;3;1;2;16;1;1;N;N;2;1;;;N;;;;;;;4;04;7;03;4;2;;;1;99.579
83;2019;1;48;1;1;1;10;1;1;N;N;4;1;1;2;N;;;;;;;1;02;7;02;4;2;5;40;1;177.2971
83;2019;1;48;1;6;1;10;1;2;N;N;4;1;1;2;N;;;;;;;1;02;3;04;4;2;1;40;2;185.5754
84;2019;1;20;9;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;148.2087
84;2019;1;20;9;6;1;10;1;2;N;S;4;1;1;4;N;;;;;;;1;02;3;04;4;2;5;38;2;122.8883
84;2019;1;20;9;1;1;13;1;3;N;N;3;1;;;N;;;;;;;4;04;2;09;4;1;;;1;155.0663
85;2019;1;20;3;6;1;18;1;1;N;N;4;1;;;N;;;;;;;4;04;7;02;4;2;;;2;112.3267
85;2019;1;20;3;1;1;18;1;3;N;N;2;1;;;N;;;;;;;4;04;3;02;4;2;;;1;102.2828
86;2019;1;48;9;1;1;09;1;2;N;N;4;1;1;2;N;;;;;;;1;02;6;08;2;;;40;1;142.0224
87;2019;1;01;2;6;2;12;1;2;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;1;5;37;1;175.7162
87;2019;1;01;2;1;1;12;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;37;2;158.4182
88;2019;1;20;9;1;1;06;1;3;N;N;4;2;1;2;N;;;;;;;1;02;3;10;4;2;1;40;3;191.0798
88;2019;1;20;9;6;1;10;1;1;N;N;4;1;2;2;N;;;;;;;1;02;5;09;4;1;1;18;1;120.9987
89;2019;1;20;3;1;1;16;1;3;N;N;2;1;;;N;;;;;;;4;04;1;02;1;;;;1;103.361
89;2019;1;20;3;6;1;16;1;2;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;113.5109
90;2019;1;01;2;1;1;08;1;3;N;N;4;3;1;4;N;;;;;;;1;02;4;04;3;;;24;1;193.2466
91;2019;1;20;3;6;1;13;1;1;N;N;4;4;;;N;;;;;;;4;07;7;02;4;2;;;3;135.9173
91;2019;1;20;3;6;1;18;1;1;N;N;4;4;;;N;;;;;;;4;07;9;10;4;2;;;1;182.9132
92;2019;1;48;9;1;1;12;1;1;N;N;4;4;;;N;;;;;;;4;07;;;;;;;1;199.7006
92;2019;1;48;9;1;2;11;1;1;N;N;4;1;;;N;;;;;;;4;04;7;03;4;2;;;4;215.3151
92;2019;1;48;9;1;2;11;1;2;N;N;4;1;2;2;N;;;;;;;1;02;5;04;4;2;2;30;4;215.3151
93;2019;1;48;9;1;1;12;1;3;N;N;4;1;1;2;N;;;;;;;1;02;1;08;2;;;40;1;140.653
94;2019;1;48;1;1;1;11;1;1;N;N;4;1;1;2;N;;;;;;;1;02;7;03;4;2;5;40;1;199.2358
94;2019;1;48;1;6;1;11;1;1;N;N;4;1;;;N;;;;;;;4;04;5;10;4;2;;;2;267.5085
94;2019;1;48;1;1;1;04;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;202.2166
95;2019;1;48;9;6;1;13;1;1;N;N;4;1;;;N;;;;;;;4;04;9;10;4;2;;;2;199.2418
95;2019;1;48;9;1;2;13;1;1;N;N;4;1;2;3;N;;;;;;;1;02;5;04;4;2;5;0;1;172.6461
96;2019;1;01;9;1;1;11;1;2;N;N;4;1;1;4;N;;;;;;;1;02;3;02;4;2;1;0;2;77.1079
96;2019;1;01;9;6;1;11;1;2;N;N;4;1;1;4;N;;;;;;;1;02;3;07;4;2;1;32;1;89.5264
96;2019;1;01;9;1;1;03;1;1;S;N;4;2;;;N;;;;;;;;;;;;;;;3;93.3465
96;2019;1;01;9;6;1;05;1;2;N;N;4;2;;;S;2;2;S;01;6;S;1;02;4;09;4;2;3;40;3;74.6481
