Party,Year,Variables,Values,locality,division
CSV,2018,STEINMETZ Claude (19),1105,Hesperange,Commune
CSV,2018,LUX-SCHARES Nadine (9),1097,Hesperange,Commune
CSV,2018,Suffrages total,32608,Hesperange,Commune
CSV,2018,Suffrages de liste,19110,Hesperange,Commune
CSV,2018,Suffrages nominatifs,13498,Hesperange,Commune
KPL,2018,Pourcentage,0.00771340794382269,Hesperange,Commune
KPL,2018,JACOBY Jean-Marie (1),78,Hesperange,Commune
KPL,2018,BESTGEN Carole (2),43,Hesperange,Commune
KPL,2018,RUCKERT-MEISER Gertrud (18),39,Hesperange,Commune
KPL,2018,CASANOVA Manuel (3),33,Hesperange,Commune
KPL,2018,MARTINS Alessandro (9),33,Hesperange,Commune
KPL,2018,NTABALA TSHIBUYI Léon (11),33,Hesperange,Commune
KPL,2018,OURTH Marco (12),32,Hesperange,Commune
KPL,2018,RECKINGER Sonja (16),32,Hesperange,Commune
KPL,2018,VIBI Sandra (20),32,Hesperange,Commune
KPL,2018,CASTELLANO Manuela (4),31,Hesperange,Commune
KPL,2018,RAMAN Guido (14),31,Hesperange,Commune
KPL,2018,MATAGNE Serge (10),30,Hesperange,Commune
KPL,2018,SCHWEICH Nicole (19),30,Hesperange,Commune
KPL,2018,GOULLEVEN Romance (5),29,Hesperange,Commune
KPL,2018,KIRCHESCH Patrick (8),29,Hesperange,Commune
KPL,2018,PISANI Giulio-Enrico (13),29,Hesperange,Commune
KPL,2018,WOLFF Roland (21),29,Hesperange,Commune
KPL,2018,RECKINGER Marie-Jeanne (15),28,Hesperange,Commune
KPL,2018,RICHER Steve (17),28,Hesperange,Commune
KPL,2018,GUERRERO Enrique (6),27,Hesperange,Commune
KPL,2018,HEMMER Nicolas (7),27,Hesperange,Commune
KPL,2018,Suffrages total,703,Hesperange,Commune
KPL,2018,Suffrages de liste,525,Hesperange,Commune
KPL,2018,Suffrages nominatifs,178,Hesperange,Commune
DP,2018,Pourcentage,0.215613342111038,Hesperange,Commune
DP,2018,BETTEL Xavier (1),2377,Hesperange,Commune
DP,2018,LAMBERTY Claude (16),1526,Hesperange,Commune
DP,2018,CAHEN Corinne (2),1403,Hesperange,Commune
DP,2018,POLFER Lydie (19),1384,Hesperange,Commune
DP,2018,BEISSEL Simone (4),1017,Hesperange,Commune
DP,2018,COLABIANCHI Frank (7),869,Hesperange,Commune
DP,2018,ARENDT Guy (3),861,Hesperange,Commune
DP,2018,ELVINGER Joëlle (12),848,Hesperange,Commune
DP,2018,BOCK Héloïse (5),793,Hesperange,Commune
DP,2018,OBERTIN Stéphanie (18),793,Hesperange,Commune
DP,2018,GOLDSCHMIDT Patrick (14),759,Hesperange,Commune
DP,2018,WIRTZ Jeff (20),742,Hesperange,Commune
DP,2018,DE JAGER Tania (8),738,Hesperange,Commune
DP,2018,DIESCHBURG-NICKELS Martine (11),737,Hesperange,Commune
DP,2018,FISCHER Marc (13),734,Hesperange,Commune
DP,2018,CAMARDA Sylvia (6),707,Hesperange,Commune
DP,2018,DEGROTT Jana (9),699,Hesperange,Commune
DP,2018,DEUTSCH Françoise ép. DUPONT (10),687,Hesperange,Commune
DP,2018,MALHERBE Michel (17),679,Hesperange,Commune
DP,2018,HOUWEN Marco (15),649,Hesperange,Commune
DP,2018,WURTH Nicolas (21),649,Hesperange,Commune
DP,2018,Suffrages total,19651,Hesperange,Commune
DP,2018,Suffrages de liste,11256,Hesperange,Commune
DP,2018,Suffrages nominatifs,8395,Hesperange,Commune
ADR,2018,Pourcentage,0.0652512617950406,Hesperange,Commune
ADR,2018,REDING Roy (1),523,Hesperange,Commune
ADR,2018,STOFFEL Véronique dite Nicky (20),345,Hesperange,Commune
ADR,2018,PENNING Alex (15),319,Hesperange,Commune
ADR,2018,HARDY Daniel (10),316,Hesperange,Commune
ADR,2018,ADAMY Marc (2),306,Hesperange,Commune
ADR,2018,DAUBENFELD Mario (7),304,Hesperange,Commune
ADR,2018,BINTZ Claude (4),296,Hesperange,Commune
ADR,2018,DA MOTA Daniel (6),288,Hesperange,Commune
ADR,2018,AHLES Thérèse dite Thessy (3),274,Hesperange,Commune
ADR,2018,JUNG Tessy (11),271,Hesperange,Commune
ADR,2018,GOERGEN Marceline (9),266,Hesperange,Commune
ADR,2018,WELTER Lucien (21),259,Hesperange,Commune
ADR,2018,REDING Felix (17),258,Hesperange,Commune
ADR,2018,CLÉMENT Béatrice (5),251,Hesperange,Commune
ADR,2018,PHILIPP Gérard (16),251,Hesperange,Commune
ADR,2018,MARINKOVIC Jelena (12),246,Hesperange,Commune
ADR,2018,MOES René (13),245,Hesperange,Commune
ADR,2018,FABER-SCHANEN Marie-Andrée (8),241,Hesperange,Commune
ADR,2018,MÜLLER-TROTSENKO Nadejda (14),235,Hesperange,Commune
ADR,2018,RINCK Daniel (18),234,Hesperange,Commune
ADR,2018,SOULTANOVA Goulnora (19),219,Hesperange,Commune
ADR,2018,Suffrages total,5947,Hesperange,Commune
ADR,2018,Suffrages de liste,4242,Hesperange,Commune
ADR,2018,Suffrages nominatifs,1705,Hesperange,Commune
déi Lénk,2018,Pourcentage,0.0498134737766074,Hesperange,Commune
déi Lénk,2018,WAGNER David (1),693,Hesperange,Commune
déi Lénk,2018,OBERWEIS Nathalie (3),277,Hesperange,Commune
déi Lénk,2018,CORREIA DA VEIGA Ana (2),257,Hesperange,Commune
déi Lénk,2018,DELVAUX Joël (7),221,Hesperange,Commune
déi Lénk,2018,ERPELDING Michel (4),218,Hesperange,Commune
déi Lénk,2018,FOETZ Guy (9),217,Hesperange,Commune
déi Lénk,2018,GASHONGA Sandrine (11),197,Hesperange,Commune
déi Lénk,2018,FABER Jean-Paul (8),192,Hesperange,Commune
déi Lénk,2018,SIMON Claude (16),189,Hesperange,Commune
déi Lénk,2018,CORREIA José Luís (6),185,Hesperange,Commune
déi Lénk,2018,GALLI Alessandra (10),182,Hesperange,Commune
déi Lénk,2018,CARRILHO Beatriz (5),181,Hesperange,Commune
déi Lénk,2018,VALVASON DETTO SARODINE Concetta (20),180,Hesperange,Commune
déi Lénk,2018,THEIS Marc (18),177,Hesperange,Commune
déi Lénk,2018,THILLMANY Josée (19),175,Hesperange,Commune
déi Lénk,2018,SCHILTZ Claude (14),174,Hesperange,Commune
déi Lénk,2018,SCHOSSELER Jeanne (15),170,Hesperange,Commune
déi Lénk,2018,PAULUS Jean (12),169,Hesperange,Commune
déi Lénk,2018,TESSARO Isabella (17),167,Hesperange,Commune
déi Lénk,2018,WEIER Sebastian (21),165,Hesperange,Commune
déi Lénk,2018,RIES Joseph René dit Jeff (13),154,Hesperange,Commune
déi Lénk,2018,Suffrages total,4540,Hesperange,Commune
déi Lénk,2018,Suffrages de liste,3171,Hesperange,Commune
déi Lénk,2018,Suffrages nominatifs,1369,Hesperange,Commune
PIRATEN,2018,Pourcentage,0.0513920430650181,Junglinster,Commune
PIRATEN,2018,FRÈRES Daniel (1),327,Junglinster,Commune
PIRATEN,2018,CLEMENT Jill (7),180,Junglinster,Commune
PIRATEN,2018,HOUDREMONT Claire (2),148,Junglinster,Commune
PIRATEN,2018,BELLEVILLE Tatjana (4),144,Junglinster,Commune
PIRATEN,2018,BÖRGER Nancy (3),142,Junglinster,Commune
PIRATEN,2018,CONTRERAS Gerald (5),142,Junglinster,Commune
PIRATEN,2018,MARTINS DOS SANTOS Catarina (6),139,Junglinster,Commune
PIRATEN,2018,Suffrages total,1222,Junglinster,Commune
PIRATEN,2018,Suffrages de liste,952,Junglinster,Commune
PIRATEN,2018,Suffrages nominatifs,270,Junglinster,Commune
déi gréng,2018,Pourcentage,0.185087055261166,Junglinster,Commune
déi gréng,2018,DIESCHBOURG Carole (1),1261,Junglinster,Commune
déi gréng,2018,KOX Henri (2),759,Junglinster,Commune
déi gréng,2018,KMIOTEK Christian (5),578,Junglinster,Commune
déi gréng,2018,GARY Chantal (3),513,Junglinster,Commune
déi gréng,2018,SEHOVIC Meris (7),458,Junglinster,Commune
déi gréng,2018,KLARES-GOERGEN Fernande (4),424,Junglinster,Commune
déi gréng,2018,SCHLECK Steve (6),408,Junglinster,Commune
déi gréng,2018,Suffrages total,4401,Junglinster,Commune
déi gréng,2018,Suffrages de liste,2303,Junglinster,Commune
déi gréng,2018,Suffrages nominatifs,2098,Junglinster,Commune
LSAP,2018,Pourcentage,0.0979897384136597,Junglinster,Commune
LSAP,2018,SCHMIT Nicolas (1),516,Junglinster,Commune
LSAP,2018,BURTON Tess (3),399,Junglinster,Commune
LSAP,2018,WIRTZ Jean-François (7),338,Junglinster,Commune
LSAP,2018,SCHEUER Ben (6),329,Junglinster,Commune
LSAP,2018,BECHTOLD Lucien (2),257,Junglinster,Commune
LSAP,2018,FRISCH Colette (4),247,Junglinster,Commune
LSAP,2018,RÖSSLER Aurore (5),244,Junglinster,Commune
LSAP,2018,Suffrages total,2330,Junglinster,Commune
LSAP,2018,Suffrages de liste,1365,Junglinster,Commune
LSAP,2018,Suffrages nominatifs,965,Junglinster,Commune
CSV,2018,Pourcentage,0.298889730002523,Junglinster,Commune
CSV,2018,HETTO-GAASCH Françoise (1),1855,Junglinster,Commune
CSV,2018,GLODEN Léon (3),1028,Junglinster,Commune
CSV,2018,MODERT Octavie (5),986,Junglinster,Commune
CSV,2018,WEYDERT Stéphanie (7),920,Junglinster,Commune
CSV,2018,WENGLER Yves (6),791,Junglinster,Commune
CSV,2018,DUBLIN Christian (2),768,Junglinster,Commune
CSV,2018,HENGEL Max (4),759,Junglinster,Commune
CSV,2018,Suffrages total,7107,Junglinster,Commune
CSV,2018,Suffrages de liste,3836,Junglinster,Commune
CSV,2018,Suffrages nominatifs,3271,Junglinster,Commune
KPL,2018,Pourcentage,0.00538312726049289,Junglinster,Commune
KPL,2018,ANTONY Joëlle (1),24,Junglinster,Commune
KPL,2018,MAHNEN David (6),21,Junglinster,Commune
KPL,2018,LIČINA Dževa (5),20,Junglinster,Commune
KPL,2018,HAAS Wilhelm (4),17,Junglinster,Commune
KPL,2018,DI BERNARDO Sylvia (3),16,Junglinster,Commune
KPL,2018,ARENDT Huguette (2),15,Junglinster,Commune
KPL,2018,PIZZAFERRI-MANENTE Christiane (7),15,Junglinster,Commune
KPL,2018,Suffrages total,128,Junglinster,Commune
KPL,2018,Suffrages de liste,84,Junglinster,Commune
KPL,2018,Suffrages nominatifs,44,Junglinster,Commune
DP,2018,Pourcentage,0.247161241483724,Junglinster,Commune
DP,2018,BAUM Gilles (2),1546,Junglinster,Commune
DP,2018,DELLES Lex (1),1104,Junglinster,Commune
DP,2018,HARTMANN Carole (3),768,Junglinster,Commune
DP,2018,SEMEDO Monica (6),671,Junglinster,Commune
DP,2018,JEITZ Edith (4),654,Junglinster,Commune
DP,2018,SCHOMMER Claude (5),577,Junglinster,Commune
DP,2018,SITZ Jacques (7),557,Junglinster,Commune
DP,2018,Suffrages total,5877,Junglinster,Commune
DP,2018,Suffrages de liste,3311,Junglinster,Commune
DP,2018,Suffrages nominatifs,2566,Junglinster,Commune
ADR,2018,Pourcentage,0.0847421986710405,Junglinster,Commune
ADR,2018,MEHLEN Robert (1),405,Junglinster,Commune
ADR,2018,SCHOOS Jean (2),385,Junglinster,Commune
ADR,2018,BREYER Nathalie (4),255,Junglinster,Commune
ADR,2018,BRISBOIS Tessy (5),252,Junglinster,Commune
ADR,2018,AGNES Tom (3),250,Junglinster,Commune
ADR,2018,KIRCHEN Ernest (6),238,Junglinster,Commune
ADR,2018,SOLNY Colette (7),230,Junglinster,Commune
ADR,2018,Suffrages total,2015,Junglinster,Commune
ADR,2018,Suffrages de liste,1491,Junglinster,Commune
ADR,2018,Suffrages nominatifs,524,Junglinster,Commune
déi Lénk,2018,Pourcentage,0.0293548658423753,Junglinster,Commune
déi Lénk,2018,KRIER Jean (5),126,Junglinster,Commune
déi Lénk,2018,AREND Anne (1),118,Junglinster,Commune
déi Lénk,2018,FUENTES Adela (4),104,Junglinster,Commune
déi Lénk,2018,ZEBROWSKY Daniel (7),94,Junglinster,Commune
déi Lénk,2018,BIERMANN Gaby (2),90,Junglinster,Commune
déi Lénk,2018,SCHROEDER Sylvie (6),90,Junglinster,Commune
déi Lénk,2018,BOLLIG Francine (3),76,Junglinster,Commune
déi Lénk,2018,Suffrages total,698,Junglinster,Commune
déi Lénk,2018,Suffrages de liste,483,Junglinster,Commune
déi Lénk,2018,Suffrages nominatifs,215,Junglinster,Commune
PIRATEN,2018,Pourcentage,0.0643400363924789,Käerjeng,Commune
PIRATEN,2018,GOERGEN Marc (1),570,Käerjeng,Commune
PIRATEN,2018,FLOR Starsky (2),367,Käerjeng,Commune
PIRATEN,2018,KOHL Martine (3),352,Käerjeng,Commune
PIRATEN,2018,LIESCH Camille (4),334,Käerjeng,Commune
PIRATEN,2018,WELTER Christian (5),315,Käerjeng,Commune
PIRATEN,2018,KOHL Sylvie (6),300,Käerjeng,Commune
PIRATEN,2018,QUINTUS Christophe (17),291,Käerjeng,Commune
PIRATEN,2018,WEBER Jules (7),287,Käerjeng,Commune
PIRATEN,2018,DONDELINGER Marie-Paule (9),283,Käerjeng,Commune
PIRATEN,2018,CORREIA CAÇADOR Mario (16),283,Käerjeng,Commune
PIRATEN,2018,GOEDERT ép. SCHROEDER Nathalie (11),281,Käerjeng,Commune
PIRATEN,2018,CHMELIK Libor (8),280,Käerjeng,Commune
PIRATEN,2018,FILBIG Renée (14),272,Käerjeng,Commune
PIRATEN,2018,DA GRAÇA DIAS Yanick (10),271,Käerjeng,Commune
PIRATEN,2018,OLIVEIRA DA SILVA Katia (18),271,Käerjeng,Commune
PIRATEN,2018,FILBIG Joe (19),271,Käerjeng,Commune
PIRATEN,2018,LODEVIC Mélanie (12),270,Käerjeng,Commune
PIRATEN,2018,HANSEN Renée (21),270,Käerjeng,Commune
PIRATEN,2018,HOFFMANN-GILLES Patrice (22),268,Käerjeng,Commune
PIRATEN,2018,GIRS Danielle (15),267,Käerjeng,Commune
PIRATEN,2018,BROERS Tammy (13),266,Käerjeng,Commune
PIRATEN,2018,PAULUS Michel (23),264,Käerjeng,Commune
PIRATEN,2018,WILLEKENS Jorg (20),262,Käerjeng,Commune
PIRATEN,2018,Suffrages total,6895,Käerjeng,Commune
PIRATEN,2018,Suffrages de liste,5796,Käerjeng,Commune
PIRATEN,2018,Suffrages nominatifs,1099,Käerjeng,Commune
déi gréng,2018,Pourcentage,0.145140670928008,Käerjeng,Commune
déi gréng,2018,BRAZ Felix (1),1408,Käerjeng,Commune
déi gréng,2018,TRAVERSINI Roberto (23),1195,Käerjeng,Commune
déi gréng,2018,SIEBENALER-THILL Josée-Anne (22),1181,Käerjeng,Commune
déi gréng,2018,HANSEN Marc (12),1000,Käerjeng,Commune
déi gréng,2018,LORSCHÉ Josée (2),856,Käerjeng,Commune
déi gréng,2018,BECKER Romain (5),660,Käerjeng,Commune
déi gréng,2018,BACK Joël (4),626,Käerjeng,Commune
déi gréng,2018,LIESCH Georges (15),625,Käerjeng,Commune
déi gréng,2018,PREGNO Laura (18),623,Käerjeng,Commune
déi gréng,2018,KOX Martin (14),585,Käerjeng,Commune
déi gréng,2018,AHMEDOVA Semiray (3),563,Käerjeng,Commune
déi gréng,2018,BRIX Nadine (6),553,Käerjeng,Commune
déi gréng,2018,ERPELDING Fabienne (10),551,Käerjeng,Commune
déi gréng,2018,DE PAOLI Doris (8),550,Käerjeng,Commune
déi gréng,2018,DECKER Emmanuel (9),516,Käerjeng,Commune
déi gréng,2018,PETRY Viviane (16),516,Käerjeng,Commune
déi gréng,2018,FABER Serge (11),514,Käerjeng,Commune
déi gréng,2018,PLEIMELDING Krys (17),513,Käerjeng,Commune
déi gréng,2018,CORNÉLY Alain (7),510,Käerjeng,Commune
déi gréng,2018,SCHAAF-HAAS Adèle (21),510,Käerjeng,Commune
déi gréng,2018,RAGNI Mandy (19),506,Käerjeng,Commune
déi gréng,2018,KALMES Albert (13),502,Käerjeng,Commune
déi gréng,2018,SABOTIC Amra (20),491,Käerjeng,Commune
déi gréng,2018,Suffrages total,15554,Käerjeng,Commune
déi gréng,2018,Suffrages de liste,9867,Käerjeng,Commune
déi gréng,2018,Suffrages nominatifs,5687,Käerjeng,Commune
LSAP,2018,Pourcentage,0.186674753884197,Käerjeng,Commune
LSAP,2018,ASSELBORN Jean (1),2241,Käerjeng,Commune
LSAP,2018,CRUCHTEN Yves (8),1507,Käerjeng,Commune
LSAP,2018,DI BARTOLOMEO Mars (10),1261,Käerjeng,Commune
LSAP,2018,KERSCH Dan (16),1031,Käerjeng,Commune
LSAP,2018,BEI-ROLLER Manon (4),966,Käerjeng,Commune
LSAP,2018,BODRY Alex (6),947,Käerjeng,Commune
LSAP,2018,MERTZIG Romain (17),917,Käerjeng,Commune
LSAP,2018,MUTSCH Lydia (18),916,Käerjeng,Commune
LSAP,2018,BOFFERDING Taina (7),903,Käerjeng,Commune
LSAP,2018,ENGEL Georges (11),883,Käerjeng,Commune
LSAP,2018,BIANCALANA Dan (5),844,Käerjeng,Commune
LSAP,2018,ASSELBORN-BINTZ Simone (2),810,Käerjeng,Commune
LSAP,2018,DALL'AGNOL Claudia (9),702,Käerjeng,Commune
LSAP,2018,SCHWEICH Christine (22),702,Käerjeng,Commune
LSAP,2018,GOFFINET Serge (13),674,Käerjeng,Commune
LSAP,2018,PULLI Sacha (20),628,Käerjeng,Commune
LSAP,2018,FEIEREISEN Carlo (12),622,Käerjeng,Commune
LSAP,2018,BECKER-BAUER Danielle (3),597,Käerjeng,Commune
LSAP,2018,RECH John (21),591,Käerjeng,Commune
LSAP,2018,SKENDEROVIC Jimmy (23),582,Käerjeng,Commune
LSAP,2018,JANSA Sylvie (15),571,Käerjeng,Commune
LSAP,2018,PIZZAFERRI Joëlle (19),558,Käerjeng,Commune
LSAP,2018,HANSEN Mike (14),552,Käerjeng,Commune
LSAP,2018,Suffrages total,20005,Käerjeng,Commune
LSAP,2018,Suffrages de liste,10810,Käerjeng,Commune
LSAP,2018,Suffrages nominatifs,9195,Käerjeng,Commune
CSV,2018,Pourcentage,0.304679699528764,Käerjeng,Commune
CSV,2018,WOLTER Michel (22),2451,Käerjeng,Commune
CSV,2018,SPAUTZ Marc (1),1916,Käerjeng,Commune
CSV,2018,HALSDORF Jean-Marie (8),1811,Käerjeng,Commune
CSV,2018,MELLINA Pierre (15),1676,Käerjeng,Commune
CSV,2018,EISCHEN Félix (6),1648,Käerjeng,Commune
CSV,2018,MISCHO Georges (16),1583,Käerjeng,Commune
CSV,2018,ROTH Gilles (19),1566,Käerjeng,Commune
CSV,2018,ZEIMET Laurent (23),1545,Käerjeng,Commune
CSV,2018,ARENDT ép. KEMP Nancy (3),1463,Käerjeng,Commune
CSV,2018,ANDRICH-DUVAL Sylvie (2),1350,Käerjeng,Commune
CSV,2018,HOFFMANN Serge (10),1328,Käerjeng,Commune
CSV,2018,MORGENTHALER Nathalie (17),1259,Käerjeng,Commune
CSV,2018,KEMP Françoise (13),1237,Käerjeng,Commune
CSV,2018,ULVELING Tom (20),1228,Käerjeng,Commune
CSV,2018,DOERNER Christine (5),1218,Käerjeng,Commune
CSV,2018,KEIFFER Nico (12),1210,Käerjeng,Commune
CSV,2018,KAYSER-WENGLER Michèle (11),1195,Käerjeng,Commune
CSV,2018,MAROLDT Arnaud (14),1187,Käerjeng,Commune
CSV,2018,BOEVER-THILL Anouk (4),1183,Käerjeng,Commune
CSV,2018,FEIEREISEN Pierrot (7),1172,Käerjeng,Commune
CSV,2018,HANSEN-HOULLARD Michèle (9),1172,Käerjeng,Commune
CSV,2018,PESCH-DONDELINGER Marianne (18),1146,Käerjeng,Commune
CSV,2018,WEIS Christian (21),1107,Käerjeng,Commune
CSV,2018,Suffrages total,32651,Käerjeng,Commune
CSV,2018,Suffrages de liste,22402,Käerjeng,Commune
CSV,2018,Suffrages nominatifs,10249,Käerjeng,Commune
KPL,2018,Pourcentage,0.0147249568422526,Käerjeng,Commune
KPL,2018,RUCKERT Ali (1),345,Käerjeng,Commune
KPL,2018,TIBERI Edoardo (21),75,Käerjeng,Commune
KPL,2018,CAVALLINI René (6),69,Käerjeng,Commune
KPL,2018,AGOVIC Rejhan (2),63,Käerjeng,Commune
KPL,2018,SIMONELLI Gilbert (17),63,Käerjeng,Commune
KPL,2018,BARTZ Christophe (4),62,Käerjeng,Commune
KPL,2018,BIGLER-RUCKERT Irène (5),62,Käerjeng,Commune
KPL,2018,SIMONELLI Patrick (18),58,Käerjeng,Commune
KPL,2018,FELTEN Marcel (7),57,Käerjeng,Commune
KPL,2018,ANTONY Madeleine (3),56,Käerjeng,Commune
KPL,2018,MUNO Claudine (11),56,Käerjeng,Commune
KPL,2018,THEKES Liette (20),55,Käerjeng,Commune
KPL,2018,PEIFFER Edmond (13),54,Käerjeng,Commune
KPL,2018,FISCHBACH Gilles (8),53,Käerjeng,Commune
KPL,2018,LIBER Sara (9),53,Käerjeng,Commune
KPL,2018,PIZZAFERRI Nadine (15),53,Käerjeng,Commune
KPL,2018,SPITONI Mirko (19),53,Käerjeng,Commune
KPL,2018,NUNES LOBO Jessica (10),50,Käerjeng,Commune
KPL,2018,WARINGO Marceline (23),50,Käerjeng,Commune
KPL,2018,PELTIER Sandra (14),49,Käerjeng,Commune
KPL,2018,SCHWEICH Georgette (16),48,Käerjeng,Commune
KPL,2018,VIBI Luc (22),48,Käerjeng,Commune
KPL,2018,NUNES Elise (12),46,Käerjeng,Commune
KPL,2018,Suffrages total,1578,Käerjeng,Commune
KPL,2018,Suffrages de liste,1012,Käerjeng,Commune
KPL,2018,Suffrages nominatifs,566,Käerjeng,Commune
DP,2018,Pourcentage,0.123351840619605,Käerjeng,Commune
DP,2018,GRAMEGNA Pierre (2),1125,Käerjeng,Commune
DP,2018,MEISCH Claude (1),949,Käerjeng,Commune
DP,2018,HAHN Max (13),821,Käerjeng,Commune
DP,2018,FUNCK Nico (11),749,Käerjeng,Commune
DP,2018,FERBER Laura (9),669,Käerjeng,Commune
DP,2018,BERGER Eugène (6),663,Käerjeng,Commune
DP,2018,GRAAS Gusty (12),550,Käerjeng,Commune
DP,2018,BINDELS Sven (7),547,Käerjeng,Commune
DP,2018,FOHL Georges (10),537,Käerjeng,Commune
DP,2018,AGOSTINO Barbara (3),531,Käerjeng,Commune
DP,2018,EISCHEN Martine (8),484,Käerjeng,Commune
DP,2018,SIBENALER Nicole (22),480,Käerjeng,Commune
DP,2018,OLINGER Carole (17),479,Käerjeng,Commune
DP,2018,KNAFF Pim (15),478,Käerjeng,Commune
DP,2018,KIHN Jean (14),477,Käerjeng,Commune
DP,2018,BECKER-FANDEL Romain (4),474,Käerjeng,Commune
DP,2018,ROEMER Mireille (19),470,Käerjeng,Commune
DP,2018,ROEMEN Jean-Pierre (18),466,Käerjeng,Commune
DP,2018,SCHEIBEL Mara (20),464,Käerjeng,Commune
DP,2018,LEHNEN Maximilien (16),459,Käerjeng,Commune
DP,2018,BERENS veuve BOUCHÉ Marie-Louise dite Molly (5),451,Käerjeng,Commune
DP,2018,SCHOLL Daliah (21),448,Käerjeng,Commune
DP,2018,WELKENBACH JOST Géraldine (23),448,Käerjeng,Commune
DP,2018,Suffrages total,13219,Käerjeng,Commune
DP,2018,Suffrages de liste,8556,Käerjeng,Commune
DP,2018,Suffrages nominatifs,4663,Käerjeng,Commune
ADR,2018,Pourcentage,0.102337516913171,Käerjeng,Commune
ADR,2018,GIBERYEN Gast (1),1180,Käerjeng,Commune
ADR,2018,KARTHEISER Fernand (2),825,Käerjeng,Commune
ADR,2018,KEUP Fred (12),568,Käerjeng,Commune
ADR,2018,MISCHEL Sylvie (17),483,Käerjeng,Commune
ADR,2018,BERG Alain (3),471,Käerjeng,Commune
ADR,2018,WEIDIG Tom (23),436,Käerjeng,Commune
ADR,2018,BOZ-RETTER Michèle (4),435,Käerjeng,Commune
ADR,2018,HARLES Sheila (10),426,Käerjeng,Commune
ADR,2018,CARLIZZI Gilles (5),422,Käerjeng,Commune
ADR,2018,DALSCHEID Patrice (7),421,Käerjeng,Commune
ADR,2018,KRIER Mandy (16),420,Käerjeng,Commune
ADR,2018,HOUTSCH Roland (11),415,Käerjeng,Commune
ADR,2018,DI DOMENICO Pino (8),413,Käerjeng,Commune
ADR,2018,KOHL Suzanne (14),413,Käerjeng,Commune
ADR,2018,STEIL Christian (22),411,Käerjeng,Commune
ADR,2018,ROULLING Jos (19),410,Käerjeng,Commune
ADR,2018,HAAS Vic (9),409,Käerjeng,Commune
ADR,2018,PROTT Malou (18),409,Käerjeng,Commune
ADR,2018,CIMOLINO Louis (6),408,Käerjeng,Commune
ADR,2018,KOHN Patrick (15),403,Käerjeng,Commune
ADR,2018,KOEHLER Pierrette (13),400,Käerjeng,Commune
ADR,2018,SCHROEDER Lex (21),395,Käerjeng,Commune
ADR,2018,SCHILTZ Marie Anne (20),394,Käerjeng,Commune
ADR,2018,Suffrages total,10967,Käerjeng,Commune
ADR,2018,Suffrages de liste,8671,Käerjeng,Commune
ADR,2018,Suffrages nominatifs,2296,Käerjeng,Commune
déi Lénk,2018,Pourcentage,0.0491765035226053,Käerjeng,Commune
déi Lénk,2018,BAUM Marc (1),582,Käerjeng,Commune
déi Lénk,2018,CECCHETTI Myriam (2),342,Käerjeng,Commune
déi Lénk,2018,URBANY Serge (21),314,Käerjeng,Commune
déi Lénk,2018,DIDERICH Gary (4),258,Käerjeng,Commune
déi Lénk,2018,PISCITELLI Jos (15),250,Käerjeng,Commune
déi Lénk,2018,THOMA Carole (3),248,Käerjeng,Commune
déi Lénk,2018,THÜMMEL Jean-Claude (19),221,Käerjeng,Commune
déi Lénk,2018,URBANY Laura (20),216,Käerjeng,Commune
déi Lénk,2018,ARENDT Patricia (5),209,Käerjeng,Commune
déi Lénk,2018,JADIN Yves (9),207,Käerjeng,Commune
déi Lénk,2018,HAAS Nathalie (8),205,Käerjeng,Commune
déi Lénk,2018,BILTGEN Laurent (6),202,Käerjeng,Commune
déi Lénk,2018,MOUSEL Tania (13),192,Käerjeng,Commune
déi Lénk,2018,WANDIVINIT Lisa (22),192,Käerjeng,Commune
déi Lénk,2018,ERPELDING Thessy (7),189,Käerjeng,Commune
déi Lénk,2018,JADOUL Geneviève (10),188,Käerjeng,Commune
déi Lénk,2018,MULLER Ben (14),184,Käerjeng,Commune
déi Lénk,2018,WIES Line (23),183,Käerjeng,Commune
déi Lénk,2018,LABORIER Sandra (12),182,Käerjeng,Commune
déi Lénk,2018,SPIGARELLI Andrea (17),181,Käerjeng,Commune
déi Lénk,2018,SCALISE Sonja (16),178,Käerjeng,Commune
déi Lénk,2018,THILL Jos (18),174,Käerjeng,Commune
déi Lénk,2018,KEMP Christophe (11),173,Käerjeng,Commune
déi Lénk,2018,Suffrages total,5270,Käerjeng,Commune
déi Lénk,2018,Suffrages de liste,3565,Käerjeng,Commune
déi Lénk,2018,Suffrages nominatifs,1705,Käerjeng,Commune
PIRATEN,2018,Pourcentage,0.0891069748114833,Kayl,Commune
PIRATEN,2018,GOERGEN Marc (1),528,Kayl,Commune
PIRATEN,2018,FLOR Starsky (2),360,Kayl,Commune
PIRATEN,2018,KOHL Martine (3),353,Kayl,Commune
PIRATEN,2018,LIESCH Camille (4),340,Kayl,Commune
PIRATEN,2018,KOHL Sylvie (6),338,Kayl,Commune
PIRATEN,2018,WELTER Christian (5),331,Kayl,Commune
PIRATEN,2018,CHMELIK Libor (8),311,Kayl,Commune
PIRATEN,2018,WEBER Jules (7),306,Kayl,Commune
PIRATEN,2018,GOEDERT ép. SCHROEDER Nathalie (11),304,Kayl,Commune
PIRATEN,2018,BROERS Tammy (13),300,Kayl,Commune
PIRATEN,2018,LODEVIC Mélanie (12),298,Kayl,Commune
PIRATEN,2018,PAULUS Michel (23),298,Kayl,Commune
