NUMH;AENC;TENC;TERH;MUNI;SEXO;LNAC;EDAD;NACI;LEST;ENRE;FOCU;SJUB;SILH;EMPTP;JRED;BUSQ;RBUSQ;JORB;GBUSQ;FBUSQ;MSBUSQ1;DISP;PRA1;PRA2;PROF;RACT;SPRO;SECT;CONTR;HTRA;PARE;ELEV
16;2019;4;20;9;6;1;04;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;167.0375
17;2019;4;20;9;1;1;09;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;08;4;2;1;40;1;172.0411
17;2019;4;20;9;6;1;01;1;;N;;;;;;;;;;;;;;;;;;;;;3;157.0547
17;2019;4;20;9;6;1;08;1;2;N;N;4;1;1;2;N;;;;;;;1;02;2;06;4;2;1;34;2;170.7627
17;2019;4;20;9;6;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;157.0547
18;2019;4;01;9;1;1;07;1;3;N;N;4;1;2;2;N;;;;;;;1;02;4;09;4;2;5;20;2;68.1451
18;2019;4;01;9;6;1;08;1;1;N;N;4;1;1;2;N;;;;;;;1;02;5;04;4;2;1;40;1;36.3301
19;2019;4;01;9;6;1;10;1;1;N;N;4;1;2;3;N;;;;;;;1;02;9;08;4;2;1;0;1;67.1502
20;2019;4;20;9;1;1;08;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;09;4;1;5;39;1;150.0178
21;2019;4;48;9;6;1;11;1;2;N;N;4;1;1;2;N;;;;;;;1;02;5;09;4;1;1;37;1;180.7933
21;2019;4;48;9;1;1;10;1;2;N;N;4;1;1;5;N;;;;;;;1;02;9;08;4;2;5;14;2;201.4251
22;2019;4;48;9;6;1;15;1;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;208.0681
23;2019;4;20;3;1;1;15;1;1;N;N;2;3;;;N;;;;;;;4;07;8;04;4;2;;;1;99.3475
23;2019;4;20;3;6;1;14;1;1;N;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;2;105.5256
24;2019;4;20;9;1;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;154.1572
24;2019;4;20;9;6;1;09;1;1;N;N;4;1;1;2;N;;;;;;;1;02;3;08;4;2;1;40;1;163.7477
24;2019;4;20;9;6;3;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;150.6028
25;2019;4;20;9;1;1;17;1;1;N;N;2;1;;;N;;;;;;;4;04;8;02;4;2;;;1;120.998
26;2019;4;01;9;6;1;15;1;1;N;N;2;1;;;N;;;;;;;4;04;5;09;4;1;;;1;13.894
27;2019;4;20;3;6;1;17;1;1;N;N;4;3;;;N;;;;;;;4;07;;;;;;;2;208.7763
27;2019;4;20;3;1;1;18;1;1;N;N;2;3;;;N;;;;;;;4;07;7;02;1;;;;1;196.5533
27;2019;4;20;3;6;3;06;2;3;N;S;4;1;;;N;;;;;;;4;04;;;;;;;4;217.7146
27;2019;4;20;3;1;1;11;1;3;N;N;4;2;;;N;;;;;;;4;07;5;04;4;2;;;3;190.4982
27;2019;4;20;3;1;3;01;2;;N;;;;;;;;;;;;;;;;;;;;;4;195.8375
28;2019;4;01;9;1;2;09;1;2;N;N;4;1;2;2;N;;;;;;;1;03;5;04;4;2;2;10;2;17.9064
28;2019;4;01;9;1;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;16.253
28;2019;4;01;9;1;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;16.253
28;2019;4;01;9;6;2;09;1;3;N;S;4;1;1;3;N;;;;;;;1;02;2;09;4;2;1;20;1;16.6351
29;2019;4;01;9;1;3;11;1;3;N;N;4;1;1;2;N;;;;;;;1;02;1;05;4;1;1;40;1;40.8629
29;2019;4;01;9;1;3;04;1;2;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;35.5718
29;2019;4;01;9;6;3;10;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;05;4;2;1;40;2;39.1685
29;2019;4;01;9;6;3;05;1;2;S;N;4;3;;;N;;;;;;;4;04;5;04;4;2;;;3;48.044
29;2019;4;01;9;6;3;16;2;3;N;N;2;1;;;N;;;;;;;4;04;2;09;4;1;;;4;60.0628
30;2019;4;20;9;1;1;13;1;2;N;N;2;2;;;N;;;;;;;4;07;8;04;4;2;;;1;162.1092
30;2019;4;20;9;6;1;13;1;2;N;N;4;1;1;4;N;;;;;;;1;02;5;04;4;2;1;0;4;129.8502
31;2019;4;48;9;1;2;18;1;1;N;N;2;4;;;N;;;;;;;4;07;5;07;4;2;;;1;169.1371
32;2019;4;48;9;6;2;13;1;1;N;N;4;1;;;N;;;;;;;4;04;5;10;2;;;;2;169.7939
32;2019;4;48;9;1;2;14;1;1;N;N;2;1;;;N;;;;;;;4;04;9;04;4;2;;;1;204.7098
33;2019;4;01;2;6;2;07;1;3;N;S;4;1;1;2;S;4;1;S;07;16;S;1;02;3;02;4;2;5;40;1;292.2365
33;2019;4;01;2;1;1;06;1;2;N;N;4;1;1;2;N;;;;;;;1;02;7;08;4;2;1;40;2;231.8538
34;2019;4;48;9;1;2;17;1;1;N;N;2;2;;;N;;;;;;;4;07;8;02;4;2;;;1;222.7543
34;2019;4;48;9;1;1;10;1;2;N;N;4;4;1;2;N;;;;;;;1;02;1;04;2;;;40;3;192.9251
35;2019;4;01;9;1;1;10;1;3;N;N;4;1;1;4;N;;;;;;;1;02;1;04;4;2;1;30;2;35.5429
35;2019;4;01;9;1;1;03;1;1;S;N;4;2;;;N;;;;;;;;;;;;;;;3;31.226
35;2019;4;01;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;31.8524
35;2019;4;01;9;6;3;10;1;2;N;N;4;1;;;S;6;2;S;07;18;S;2;05;4;02;4;2;;;1;40.4686
35;2019;4;01;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;31.8524
36;2019;4;48;1;1;1;16;1;1;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;200.7043
37;2019;4;48;1;1;3;07;2;2;N;N;4;1;1;2;N;;;;;;;1;02;2;08;4;2;1;40;1;292.4776
38;2019;4;48;1;6;1;12;1;3;N;N;4;2;1;4;N;;;;;;;1;02;2;02;4;2;1;24;2;204.494
38;2019;4;48;1;1;1;13;1;3;N;N;4;2;1;4;N;;;;;;;1;02;2;09;4;2;1;32;1;214.0831
38;2019;4;48;1;1;1;06;1;3;N;N;4;3;1;4;N;;;;;;;1;02;2;02;4;2;5;32;3;248.2816
38;2019;4;48;1;6;2;18;1;3;N;N;4;4;;;N;;;;;;;4;07;4;04;4;2;;;4;276.3738
39;2019;4;01;2;6;3;03;2;;S;;;;;;;;;;;;;;;;;;;;;3;249.5246
39;2019;4;01;2;1;3;09;2;2;N;N;4;1;1;4;N;;;;;;;1;02;8;02;2;;;32;1;227.3991
39;2019;4;01;2;6;3;08;2;1;N;N;4;1;;;S;1;2;S;07;10;S;1;03;9;10;4;2;6;5;2;250.2858
39;2019;4;01;2;1;3;03;2;;S;;;;;;;;;;;;;;;;;;;;;3;244.6177
40;2019;4;48;1;6;2;09;1;3;N;N;4;1;1;2;N;;;;;;;1;02;1;09;3;;;40;1;227.0953
41;2019;4;01;9;1;2;07;1;1;N;N;4;2;1;2;N;;;;;;;1;02;6;01;4;2;1;40;1;88.2003
42;2019;4;48;9;6;1;18;1;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;1;187.0377
43;2019;4;01;2;6;1;18;1;1;N;N;2;3;;;N;;;;;;;4;07;7;02;4;2;;;1;155.4187
44;2019;4;20;9;6;1;15;1;1;N;N;2;1;;;N;;;;;;;4;04;1;04;2;;;;2;142.8091
44;2019;4;20;9;1;1;15;1;1;N;N;2;1;;;N;;;;;;;4;04;6;01;4;2;;;1;134.4482
45;2019;4;20;9;1;1;09;1;3;N;N;4;1;1;2;N;;;;;;;1;02;1;02;4;2;1;40;1;169.7328
45;2019;4;20;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;154.9475
45;2019;4;20;9;6;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;154.9475
45;2019;4;20;9;6;1;08;1;3;N;N;4;1;1;2;N;;;;;;;1;02;1;09;4;2;5;40;2;163.1003
46;2019;4;20;9;1;2;18;1;1;N;N;2;1;;;N;;;;;;;4;04;7;09;4;1;;;1;134.4253
47;2019;4;01;2;6;1;11;1;1;N;N;4;1;1;2;N;;;;;;;1;02;9;08;4;2;1;35;1;158.585
47;2019;4;01;2;1;1;11;1;2;N;N;4;1;1;2;N;;;;;;;1;02;3;02;4;2;1;40;2;152.767
48;2019;4;20;9;6;1;18;1;1;N;N;2;1;;;N;;;;;;;4;04;9;02;4;2;;;1;146.2957
49;2019;4;48;9;6;1;11;1;1;N;S;4;1;2;4;N;;;;;;;1;02;9;08;4;2;2;22;2;251.0493
49;2019;4;48;9;1;1;05;1;3;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;210.4365
49;2019;4;48;9;6;1;04;1;2;S;N;4;4;2;4;N;;;;;;;1;02;3;10;4;2;5;25;3;232.0871
49;2019;4;48;9;1;1;11;1;2;N;N;4;2;1;4;N;;;;;;;1;02;7;02;4;2;1;32;1;243.0609
50;2019;4;01;2;1;2;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;151.0322
50;2019;4;01;2;6;3;11;2;1;N;N;4;2;;;N;;;;;;;4;07;5;10;4;2;;;1;164.7994
51;2019;4;01;2;1;1;04;1;1;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;148.363
51;2019;4;01;2;6;2;15;1;1;N;N;4;1;;;N;;;;;;;4;04;;;;;;;4;206.3416
51;2019;4;01;2;6;2;11;1;2;N;N;4;1;1;5;N;;;;;;;1;02;3;09;4;1;5;16;1;171.6024
52;2019;4;48;9;1;1;13;1;1;N;N;2;2;;;N;;;;;;;4;07;8;04;4;2;;;2;156.949
52;2019;4;48;9;6;2;14;1;1;N;N;2;1;;;N;;;;;;;4;04;5;09;4;2;;;1;209.2883
53;2019;4;48;1;6;1;14;1;2;N;S;2;1;;;N;;;;;;;4;04;3;09;4;2;;;1;179.5394
54;2019;4;20;9;1;1;11;1;3;N;N;4;1;1;2;N;;;;;;;1;02;2;02;4;2;1;40;1;168.9309
54;2019;4;20;9;6;1;04;1;2;S;S;4;2;;;N;;;;;;;4;04;;;;;;;3;166.2846
54;2019;4;20;9;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;172.5147
54;2019;4;20;9;6;1;10;1;2;N;N;4;1;1;2;N;;;;;;;1;02;3;09;4;1;5;38;2;150.6239
55;2019;4;48;1;6;1;12;1;3;N;N;4;1;1;2;N;;;;;;;1;02;4;08;2;;;25;4;165.477
55;2019;4;48;1;1;2;16;1;1;N;N;2;2;;;N;;;;;;;4;07;4;04;4;2;;;1;214.5632
56;2019;4;01;2;6;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;191.6526
56;2019;4;01;2;6;3;04;2;2;S;S;4;1;;;N;;;;;;;4;04;;;;;;;3;329.2929
56;2019;4;01;2;1;3;14;2;1;N;N;2;2;;;N;;;;;;;4;07;5;04;4;2;;;4;304.5164
56;2019;4;01;2;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;191.6526
56;2019;4;01;2;1;3;09;2;1;N;N;4;1;;;S;6;3;S;04;24;S;2;05;5;04;4;2;;;1;247.9266
56;2019;4;01;2;6;3;08;2;2;N;N;4;2;1;2;N;;;;;;;1;01;1;04;2;;;60;2;220.6741
56;2019;4;01;2;6;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;191.6526
57;2019;4;20;9;6;1;10;1;2;S;N;4;1;2;2;N;;;;;;;1;02;3;04;4;2;1;30;2;151.4125
57;2019;4;20;9;1;1;11;1;1;N;N;4;1;1;4;N;;;;;;;1;02;8;04;4;2;1;32;1;174.7344
58;2019;4;48;9;1;2;12;1;1;N;N;4;2;1;2;N;;;;;;;1;02;5;04;4;1;1;35;1;131.6321
58;2019;4;48;9;6;1;05;1;2;S;N;4;3;;;N;;;;;;;4;04;5;09;4;2;;;3;144.7414
58;2019;4;48;9;6;1;12;1;2;N;N;4;1;;;S;6;2;S;09;10;S;2;05;5;09;4;1;;;2;139.3864
59;2019;4;20;3;6;2;13;1;1;N;N;4;1;;;S;6;2;S;04;11;S;2;05;9;10;4;2;;;1;149.2625
60;2019;4;20;9;6;1;15;1;1;N;N;2;1;;;N;;;;;;;4;04;1;04;2;;;;1;153.9136
61;2019;4;20;9;6;1;11;1;3;N;S;4;1;1;2;N;;;;;;;1;02;1;09;4;1;1;35;1;126.39
61;2019;4;20;9;6;1;05;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;136.9366
61;2019;4;20;9;1;1;03;1;1;S;S;4;2;;;N;;;;;;;;;;;;;;;3;142.0671
62;2019;4;01;2;6;1;13;1;3;N;N;4;1;1;2;N;;;;;;;1;01;1;04;4;2;1;50;1;172.2011
62;2019;4;01;2;6;1;07;1;3;N;N;4;1;2;2;S;3;2;S;07;5;S;1;02;5;04;4;2;1;24;3;258.3709
63;2019;4;20;9;6;1;18;1;1;N;N;2;1;;;N;;;;;;;4;04;;;;;;;1;116.9561
63;2019;4;20;9;1;1;18;1;1;N;N;2;1;;;N;;;;;;;4;04;8;04;4;2;;;2;110.1087
64;2019;4;48;9;6;1;15;1;3;N;N;4;1;;;N;;;;;;;4;04;3;09;4;2;;;1;169.1651
65;2019;4;01;2;1;1;17;1;3;N;N;2;1;;;N;;;;;;;4;04;1;04;2;;;;1;132.9406
65;2019;4;01;2;6;2;16;1;3;N;N;2;1;;;N;;;;;;;4;04;1;04;2;;;;2;129.9577
66;2019;4;01;9;6;2;09;1;3;N;N;1;1;1;5;N;;;;;;;1;02;2;09;4;1;1;0;1;23.9811
66;2019;4;01;9;1;1;01;1;;N;;;;;;;;;;;;;;;;;;;;;3;23.4303
66;2019;4;01;9;1;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;23.4303
67;2019;4;20;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;168.9092
67;2019;4;20;9;6;1;11;1;1;N;N;4;1;;;S;6;3;S;01;99;N;4;04;7;02;4;2;;;2;173.8245
67;2019;4;20;9;6;1;04;1;2;S;N;4;3;;;N;;;;;;;4;04;;;;;;;3;166.6517
67;2019;4;20;9;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;172.8956
67;2019;4;20;9;1;1;11;1;2;N;N;4;2;1;4;N;;;;;;;1;02;7;02;4;2;1;32;1;169.3038
68;2019;4;20;3;1;3;14;1;1;N;N;2;3;;;N;;;;;;;4;07;2;01;4;2;;;1;93.9667
68;2019;4;20;3;6;2;14;1;1;N;N;4;1;;;N;;;;;;;4;04;9;08;4;2;;;2;99.8102
69;2019;4;48;1;6;2;13;1;1;N;N;4;1;1;2;N;;;;;;;1;02;5;04;2;;;44;1;203.0016
70;2019;4;48;9;1;1;11;1;2;N;N;4;1;1;4;N;;;;;;;1;02;7;03;2;;;28;1;181.4917
70;2019;4;48;9;6;1;10;1;3;N;S;4;1;1;4;N;;;;;;;1;02;2;09;1;;;28;2;207.2771
70;2019;4;48;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;188.1881
71;2019;4;48;9;6;1;13;1;1;N;N;4;1;2;4;N;;;;;;;1;02;4;09;4;2;5;14;2;176.2586
71;2019;4;48;9;1;1;14;1;2;N;N;2;1;;;N;;;;;;;4;04;7;04;4;2;;;1;243.332
72;2019;4;48;9;6;1;13;1;2;N;N;4;1;;;N;;;;;;;4;04;4;05;4;1;;;1;217.2956
73;2019;4;01;2;6;2;09;1;3;N;N;4;1;1;3;N;;;;;;;1;02;4;09;4;1;5;0;1;151.5453
73;2019;4;01;2;1;1;09;1;2;N;S;4;1;1;2;N;;;;;;;1;02;8;02;4;2;1;40;2;170.7029
73;2019;4;01;2;6;1;01;1;;S;;;;;;;;;;;;;;;;;;;;;3;167.9829
74;2019;4;20;9;6;1;06;1;3;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;1;4;32;2;184.4086
74;2019;4;20;9;6;2;07;1;1;N;N;4;1;2;2;N;;;;;;;1;02;5;04;4;2;1;30;1;190.4816
75;2019;4;01;9;1;1;01;1;;N;;;;;;;;;;;;;;;;;;;;;4;37.3448
75;2019;4;01;9;1;1;08;1;1;N;N;4;2;1;2;N;;;;;;;1;02;8;04;2;;;40;1;41.1438
75;2019;4;01;9;6;1;07;1;2;N;N;4;1;1;3;N;;;;;;;1;02;2;10;4;2;1;20;4;63.8858
75;2019;4;01;9;6;2;07;1;1;N;N;3;2;;;N;;;;;;;4;07;9;08;4;2;;;2;71.1665
75;2019;4;01;9;1;1;07;1;3;N;S;4;2;1;2;N;;;;;;;1;02;9;09;4;1;5;37;4;58.0974
76;2019;4;48;9;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;237.9506
76;2019;4;48;9;1;1;09;1;3;N;N;4;1;1;2;N;;;;;;;1;02;3;10;4;2;1;40;2;317.069
76;2019;4;48;9;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;239.6323
76;2019;4;48;9;6;1;09;1;1;N;N;4;1;1;2;N;;;;;;;1;02;4;09;4;1;1;35;1;251.3683
77;2019;4;01;2;6;2;13;1;3;N;N;4;1;1;2;N;;;;;;;1;02;4;09;4;1;5;38;1;165.9802
77;2019;4;01;2;1;1;13;1;3;N;N;2;1;;;N;;;;;;;4;04;2;02;4;2;;;2;164.6553
78;2019;4;01;2;6;1;05;1;2;S;N;4;2;;;N;;;;;;;4;04;5;04;4;2;;;3;247.5659
78;2019;4;01;2;1;1;05;1;2;S;N;4;2;2;2;N;;;;;;;1;02;5;04;4;2;5;20;3;173.8057
78;2019;4;01;2;6;1;11;1;3;N;S;4;1;1;2;N;;;;;;;1;02;2;09;4;1;1;37;2;199.0985
78;2019;4;01;2;6;1;05;1;2;S;N;4;2;;;N;;;;;;;4;04;;;;;;;3;247.5659
78;2019;4;01;2;1;1;12;1;1;N;N;4;1;1;2;N;;;;;;;1;02;5;08;4;2;1;42;1;201.5841
79;2019;4;20;9;6;3;09;2;3;S;N;4;1;2;2;S;2;2;S;01;9;S;1;03;9;10;4;2;5;7;4;161.2135
79;2019;4;20;9;1;1;14;1;2;N;N;2;4;;;N;;;;;;;4;07;8;04;2;;;;2;200.9874
79;2019;4;20;9;6;1;14;1;3;N;N;2;4;;;N;;;;;;;4;07;2;09;4;1;;;1;213.4862
80;2019;4;48;9;1;2;14;1;2;N;N;2;2;;;N;;;;;;;4;07;7;02;4;2;;;1;264.9056
80;2019;4;48;9;6;1;14;1;2;N;N;4;1;;;N;;;;;;;4;04;;;;;;;2;267.8739
80;2019;4;48;9;1;1;10;1;2;N;N;4;2;;;S;6;4;S;01;99;S;2;06;3;09;4;1;;;3;252.4583
81;2019;4;48;1;6;2;15;1;1;N;N;2;1;;;N;;;;;;;4;04;5;04;4;2;;;2;151.0871
81;2019;4;48;1;1;2;16;1;2;N;N;2;1;;;N;;;;;;;4;04;7;02;4;2;;;1;149.4129
82;2019;4;48;1;6;2;15;1;1;N;S;2;1;;;N;;;;;;;4;04;5;10;4;2;;;1;184.1269
83;2019;4;20;9;6;2;15;1;2;N;N;2;1;;;N;;;;;;;4;04;5;09;4;2;;;2;146.6199
83;2019;4;20;9;1;2;16;1;1;N;N;2;1;;;N;;;;;;;4;04;9;02;4;2;;;1;138.0358
84;2019;4;48;9;6;3;05;2;3;N;N;4;2;2;4;N;;;;;;;1;02;5;04;4;2;1;25;3;278.5591
84;2019;4;48;9;1;3;11;2;1;N;N;4;1;;;N;;;;;;;4;04;5;04;2;;;;1;385.472
84;2019;4;48;9;6;3;11;2;1;N;N;4;1;;;N;;;;;;;4;04;5;04;2;;;;2;373.0608
84;2019;4;48;9;6;1;05;2;3;S;N;4;1;;;N;;;;;;;4;04;3;09;4;2;;;3;375.5343
85;2019;4;20;3;6;1;09;1;3;N;N;4;1;1;4;N;;;;;;;1;02;2;09;4;1;5;28;1;144.1478
86;2019;4;48;9;6;1;04;1;2;S;S;4;1;;;N;;;;;;;4;04;;;;;;;3;281.5851
86;2019;4;48;9;1;1;12;1;2;N;N;4;1;1;2;N;;;;;;;1;02;3;04;4;2;1;40;1;264.4376
86;2019;4;48;9;6;1;05;1;3;S;N;4;1;;;N;;;;;;;4;04;;;;;;;3;281.5851
86;2019;4;48;9;6;1;11;1;2;N;N;4;1;1;2;N;;;;;;;1;02;3;09;4;2;4;40;2;270.7877
87;2019;4;20;3;1;1;05;1;3;S;N;4;1;2;2;N;;;;;;;1;02;2;02;4;2;3;16;3;111.5215
87;2019;4;20;3;1;1;12;1;2;N;N;4;1;1;2;N;;;;;;;1;02;1;02;4;2;1;32;1;133.3856
87;2019;4;20;3;6;1;11;1;3;S;S;4;1;1;4;N;;;;;;;1;02;2;09;4;1;1;32;2;135.7019
87;2019;4;20;3;6;1;05;1;2;S;N;4;1;;;N;;;;;;;4;04;5;04;4;2;;;3;147.0256
88;2019;4;20;9;1;1;09;1;3;N;N;4;1;1;2;N;;;;;;;1;02;1;03;4;2;4;40;1;136.234
88;2019;4;20;9;6;1;07;1;3;N;N;4;1;2;2;N;;;;;;;1;02;2;09;4;2;5;20;2;134.1477
89;2019;4;48;9;1;1;09;1;2;N;N;4;1;1;2;N;;;;;;;1;02;1;01;4;2;1;40;1;157.044
90;2019;4;48;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;245.084
90;2019;4;48;9;1;1;11;1;3;N;N;4;1;1;2;N;;;;;;;1;02;9;09;4;1;5;40;1;242.5892
90;2019;4;48;9;6;1;11;1;3;N;N;4;1;1;3;N;;;;;;;1;02;2;09;4;1;1;26;2;235.7448
90;2019;4;48;9;6;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;245.084
91;2019;4;01;2;6;1;09;1;2;N;N;4;1;2;2;N;;;;;;;1;02;2;09;4;1;5;27;1;176.2754
91;2019;4;01;2;6;1;02;1;;S;;;;;;;;;;;;;;;;;;;;;3;195.3953
91;2019;4;01;2;1;1;03;1;;S;;;;;;;;;;;;;;;;;;;;;3;191.5529
91;2019;4;01;2;1;1;09;1;1;N;N;4;1;1;2;N;;;;;;;1;02;5;08;4;1;1;35;2;204.3109
